source_row,caseid,historical_sample,group,baseline_raw,post_raw,historical_item,candidate_item,baseline_knowledge,historical_post_knowledge,candidate_post_knowledge,historical_joint_knowledge,candidate_joint_knowledge
572,8714,FALSE,NA,7,NA,1,0,0.6666666666666667,0.06666666666666667,0,0.06666666666666667,0
573,4505,FALSE,NA,7,NA,1,0,0.6,0.06666666666666667,0,0.06666666666666667,0
574,4523,FALSE,NA,5,NA,1,0,0.400000003973643,0.06666666666666667,0,0.06666666666666667,0
575,2816,FALSE,NA,7,NA,1,0,0.800000003973643,0.06666666666666667,0,0.06666666666666667,0
576,7319,FALSE,NA,6,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
577,5203,FALSE,NA,6,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
578,1005,FALSE,NA,1,NA,0,0,0.400000003973643,0,0,0,0
579,6818,FALSE,NA,7,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
580,5816,FALSE,NA,4,NA,0,0,0.26666666666666666,0,0,0,0
581,5306,FALSE,NA,4,NA,0,0,0.33333333532015486,0,0,0,0
582,8525,FALSE,NA,6,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
583,2620,FALSE,NA,7,NA,1,0,0.5333333333333333,0.06666666666666667,0,0.06666666666666667,0
584,4003,FALSE,NA,6,NA,1,0,0.7333333333333334,0.06666666666666667,0,0.06666666666666667,0
585,3611,FALSE,NA,6,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
586,3912,FALSE,NA,-8,NA,0,0,0.2,0,0,0,0
587,3202,FALSE,NA,7,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
588,8015,FALSE,NA,5,NA,1,0,0.6666666686534881,0.06666666666666667,0,0.06666666666666667,0
589,1114,FALSE,NA,4,NA,0,0,0.2666666706403097,0,0,0,0
590,5923,FALSE,NA,6,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
591,5623,FALSE,NA,7,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
592,1512,FALSE,NA,6,NA,1,0,0.6666666666666667,0.06666666666666667,0,0.06666666666666667,0
593,7312,FALSE,NA,7,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
594,3521,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
595,7610,FALSE,NA,3,NA,0,0,0.20000000397364298,0,0,0,0
596,5011,FALSE,NA,6,NA,1,0,0.8666666706403097,0.06666666666666667,0,0.06666666666666667,0
597,7209,FALSE,NA,5,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
598,1316,FALSE,NA,7,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
599,3505,FALSE,NA,6,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
600,1619,FALSE,NA,7,NA,1,0,0.8666666666666667,0.06666666666666667,0,0.06666666666666667,0
601,8019,FALSE,NA,7,NA,1,0,0.6000000000000001,0.06666666666666667,0,0.06666666666666667,0
602,7917,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
603,7421,FALSE,NA,7,NA,1,0,0.7333333333333334,0.06666666666666667,0,0.06666666666666667,0
604,3022,FALSE,NA,6,NA,1,0,0.800000003973643,0.06666666666666667,0,0.06666666666666667,0
605,5212,FALSE,NA,7,NA,1,0,0.400000003973643,0.06666666666666667,0,0.06666666666666667,0
606,1018,FALSE,NA,7,NA,1,0,0.7333333333333333,0.06666666666666667,0,0.06666666666666667,0
607,8212,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
608,7324,FALSE,NA,7,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
609,8419,FALSE,NA,7,NA,1,0,0.2,0.06666666666666667,0,0.06666666666666667,0
610,3203,FALSE,NA,-8,NA,0,0,0.20000000397364298,0,0,0,0
611,3610,FALSE,NA,6,NA,1,0,0.5333333333333333,0.06666666666666667,0,0.06666666666666667,0
612,1714,FALSE,NA,7,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
613,8206,FALSE,NA,6,NA,1,0,0.8666666666666667,0.06666666666666667,0,0.06666666666666667,0
614,3604,FALSE,NA,5,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
615,2112,FALSE,NA,7,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
616,1621,FALSE,NA,6,NA,1,0,0.46666667064030964,0.06666666666666667,0,0.06666666666666667,0
617,4812,FALSE,NA,-8,NA,0,0,0.06666666865348816,0,0,0,0
618,7908,FALSE,NA,7,NA,1,0,0.3333333333333333,0.06666666666666667,0,0.06666666666666667,0
619,410,FALSE,NA,6,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
620,8325,FALSE,NA,7,NA,1,0,0.2000000019868215,0.06666666666666667,0,0.06666666666666667,0
621,7318,FALSE,NA,4,NA,0,0,0.2,0,0,0,0
622,311,FALSE,NA,7,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
623,710,FALSE,NA,6,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
624,910,FALSE,NA,5,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
625,721,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
626,3905,FALSE,NA,7,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
627,1211,FALSE,NA,7,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
628,3303,FALSE,NA,7,NA,1,0,0.5333333333333333,0.06666666666666667,0,0.06666666666666667,0
629,6903,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
630,7001,FALSE,NA,7,NA,1,0,0.8666666666666667,0.06666666666666667,0,0.06666666666666667,0
631,3224,FALSE,NA,7,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
632,8412,FALSE,NA,6,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
633,1818,FALSE,NA,-8,NA,0,0,0.06666666666666667,0,0,0,0
634,1315,FALSE,NA,1,NA,0,0,0.5333333373069764,0,0,0,0
635,1111,FALSE,NA,4,NA,0,0,0.06666666865348816,0,0,0,0
636,8222,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
637,7008,FALSE,NA,7,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
638,6524,FALSE,NA,6,NA,1,0,0.9333333373069763,0.06666666666666667,0,0.06666666666666667,0
639,5204,FALSE,NA,7,NA,1,0,0.400000003973643,0.06666666666666667,0,0.06666666666666667,0
640,5005,FALSE,NA,7,NA,1,0,0.13333333333333333,0.06666666666666667,0,0.06666666666666667,0
641,4022,FALSE,NA,4,NA,0,0,0.26666666666666666,0,0,0,0
642,8301,FALSE,NA,7,NA,1,0,0.6000000000000001,0.06666666666666667,0,0.06666666666666667,0
643,1112,FALSE,NA,7,NA,1,0,0.6,0.06666666666666667,0,0.06666666666666667,0
644,3813,FALSE,NA,6,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
645,7622,FALSE,NA,6,NA,1,0,0.9333333373069763,0.06666666666666667,0,0.06666666666666667,0
646,1817,FALSE,NA,6,NA,1,0,0.6,0.06666666666666667,0,0.06666666666666667,0
647,2906,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
648,3105,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
649,1012,FALSE,NA,6,NA,1,0,0.8666666706403097,0.06666666666666667,0,0.06666666666666667,0
650,3802,FALSE,NA,6,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
651,2504,FALSE,NA,6,NA,1,0,0.800000003973643,0.06666666666666667,0,0.06666666666666667,0
652,111,FALSE,NA,4,NA,0,0,0.13333333333333333,0,0,0,0
653,5711,FALSE,NA,7,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
654,8114,FALSE,NA,1,NA,0,0,0.33333333730697634,0,0,0,0
655,1019,FALSE,NA,7,NA,1,0,0.800000003973643,0.06666666666666667,0,0.06666666666666667,0
656,3310,FALSE,NA,-8,NA,0,0,0.2000000019868215,0,0,0,0
657,8404,FALSE,NA,4,NA,0,0,0.26666666666666666,0,0,0,0
658,911,FALSE,NA,7,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
659,5304,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
660,7314,FALSE,NA,7,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
661,5115,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
662,2813,FALSE,NA,7,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
663,8218,FALSE,NA,7,NA,1,0,0.7333333333333334,0.06666666666666667,0,0.06666666666666667,0
664,3020,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
665,2220,FALSE,NA,5,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
666,3719,FALSE,NA,4,NA,0,0,0.4666666666666667,0,0,0,0
667,3708,FALSE,NA,6,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
668,7508,FALSE,NA,7,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
669,6121,FALSE,NA,7,NA,1,0,0.6000000000000001,0.06666666666666667,0,0.06666666666666667,0
670,7411,FALSE,NA,7,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
671,5221,FALSE,NA,5,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
672,6924,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
673,7806,FALSE,NA,6,NA,1,0,0.2000000019868215,0.06666666666666667,0,0.06666666666666667,0
674,7425,FALSE,NA,7,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
675,6012,FALSE,NA,6,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
676,724,FALSE,NA,-8,NA,0,0,0,0,0,0,0
677,2225,FALSE,NA,7,NA,1,0,0.8666666666666667,0.06666666666666667,0,0.06666666666666667,0
678,9022,FALSE,NA,3,NA,0,0,0.46666666865348816,0,0,0,0
679,1912,FALSE,NA,7,NA,1,0,0.2666666686534882,0.06666666666666667,0,0.06666666666666667,0
680,8516,FALSE,NA,1,NA,0,0,0.2000000019868215,0,0,0,0
681,1004,FALSE,NA,7,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
682,8817,FALSE,NA,6,NA,1,0,0.6666666666666667,0.06666666666666667,0,0.06666666666666667,0
683,8401,FALSE,NA,6,NA,1,0,0.6666666666666667,0.06666666666666667,0,0.06666666666666667,0
684,1804,FALSE,NA,6,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
685,7214,FALSE,NA,4,NA,0,0,0.6,0,0,0,0
686,8210,FALSE,NA,1,NA,0,0,0.2000000019868215,0,0,0,0
687,6110,FALSE,NA,6,NA,1,0,0.26666666666666666,0.06666666666666667,0,0.06666666666666667,0
688,4318,FALSE,NA,5,NA,1,0,0.46666667064030964,0.06666666666666667,0,0.06666666666666667,0
689,8107,FALSE,NA,6,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
690,2902,FALSE,NA,7,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
691,4919,FALSE,NA,7,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
692,6520,FALSE,NA,6,NA,1,0,0.9333333333333333,0.06666666666666667,0,0.06666666666666667,0
693,4824,FALSE,NA,4,NA,0,0,0.400000003973643,0,0,0,0
694,8424,FALSE,NA,7,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
695,616,FALSE,NA,1,NA,0,0,0.33333333532015486,0,0,0,0
696,2801,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
697,1917,FALSE,NA,7,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
698,3908,FALSE,NA,7,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
699,2417,FALSE,NA,7,NA,1,0,0.9333333373069763,0.06666666666666667,0,0.06666666666666667,0
700,3123,FALSE,NA,6,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
701,2212,FALSE,NA,4,NA,0,0,0.5333333353201548,0,0,0,0
702,1618,FALSE,NA,7,NA,1,0,0.7333333333333333,0.06666666666666667,0,0.06666666666666667,0
703,6923,FALSE,NA,6,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
704,2410,FALSE,NA,6,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
705,8422,FALSE,NA,-8,NA,0,0,0.3333333333333333,0,0,0,0
706,8407,FALSE,NA,7,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
707,2625,FALSE,NA,7,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
708,417,FALSE,NA,7,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
709,3103,FALSE,NA,4,NA,0,0,0.2000000019868215,0,0,0,0
710,8423,FALSE,NA,5,NA,1,0,0.46666667064030964,0.06666666666666667,0,0.06666666666666667,0
711,4124,FALSE,NA,7,NA,1,0,0.9333333333333333,0.06666666666666667,0,0.06666666666666667,0
712,8706,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
713,2012,FALSE,NA,7,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
714,8220,FALSE,NA,5,NA,1,0,0.6,0.06666666666666667,0,0.06666666666666667,0
715,624,FALSE,NA,-8,NA,0,0,0,0,0,0,0
716,1221,FALSE,NA,7,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
717,1808,FALSE,NA,7,NA,1,0,0.5333333333333333,0.06666666666666667,0,0.06666666666666667,0
718,204,FALSE,NA,7,NA,1,0,0.800000003973643,0.06666666666666667,0,0.06666666666666667,0
719,6413,FALSE,NA,7,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
720,5003,FALSE,NA,7,NA,1,0,0.26666666666666666,0.06666666666666667,0,0.06666666666666667,0
721,2514,FALSE,NA,5,NA,1,0,0.7333333333333334,0.06666666666666667,0,0.06666666666666667,0
722,5608,FALSE,NA,6,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
723,4224,FALSE,NA,7,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
724,2312,FALSE,NA,7,NA,1,0,0.26666666666666666,0.06666666666666667,0,0.06666666666666667,0
725,8812,FALSE,NA,6,NA,1,0,0.8666666706403097,0.06666666666666667,0,0.06666666666666667,0
726,2402,FALSE,NA,5,NA,1,0,0.7333333333333334,0.06666666666666667,0,0.06666666666666667,0
727,8307,FALSE,NA,6,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
728,1022,FALSE,NA,6,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
729,8613,FALSE,NA,5,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
730,7524,FALSE,NA,6,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
731,5205,FALSE,NA,6,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
732,1309,FALSE,NA,6,NA,1,0,0.6000000000000001,0.06666666666666667,0,0.06666666666666667,0
733,7725,FALSE,NA,7,NA,1,0,0.8666666666666667,0.06666666666666667,0,0.06666666666666667,0
734,3009,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
735,4709,FALSE,NA,7,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
736,3401,FALSE,NA,4,NA,0,0,0.3333333333333333,0,0,0,0
737,4419,FALSE,NA,7,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
738,5701,FALSE,NA,7,NA,1,0,0.800000003973643,0.06666666666666667,0,0.06666666666666667,0
739,6701,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
740,4321,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
741,7313,FALSE,NA,-8,NA,0,0,0.13333333532015484,0,0,0,0
742,6610,FALSE,NA,5,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
743,3703,FALSE,NA,6,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
744,3205,FALSE,NA,6,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
745,3720,FALSE,NA,6,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
746,2803,FALSE,NA,7,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
747,3118,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
748,4012,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
749,5318,FALSE,NA,-8,NA,0,0,0,0,0,0,0
750,8410,FALSE,NA,5,NA,1,0,0.6000000000000001,0.06666666666666667,0,0.06666666666666667,0
751,3607,FALSE,NA,6,NA,1,0,0.400000003973643,0.06666666666666667,0,0.06666666666666667,0
752,6722,FALSE,NA,6,NA,1,0,0.6666666666666667,0.06666666666666667,0,0.06666666666666667,0
753,1508,FALSE,NA,7,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
754,2802,FALSE,NA,7,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
755,4516,FALSE,NA,6,NA,1,0,0.400000003973643,0.06666666666666667,0,0.06666666666666667,0
756,5223,FALSE,NA,7,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
757,2416,FALSE,NA,6,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
758,7220,FALSE,NA,7,NA,1,0,0.9333333333333333,0.06666666666666667,0,0.06666666666666667,0
759,1706,FALSE,NA,7,NA,1,0,0.6,0.06666666666666667,0,0.06666666666666667,0
760,5622,FALSE,NA,7,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
761,4914,FALSE,NA,5,NA,1,0,0.46666667064030964,0.06666666666666667,0,0.06666666666666667,0
762,3420,FALSE,NA,7,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
763,8009,FALSE,NA,7,NA,1,0,0.5333333333333333,0.06666666666666667,0,0.06666666666666667,0
764,2524,FALSE,NA,6,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
765,3603,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
766,3418,FALSE,NA,4,NA,0,0,0.2666666706403097,0,0,0,0
767,2705,FALSE,NA,7,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
768,2702,FALSE,NA,7,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
769,2315,FALSE,NA,7,NA,1,0,0.8666666706403097,0.06666666666666667,0,0.06666666666666667,0
770,8805,FALSE,NA,7,NA,1,0,0.8666666706403097,0.06666666666666667,0,0.06666666666666667,0
771,8906,FALSE,NA,7,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
772,5514,FALSE,NA,4,NA,0,0,0.6000000039736431,0,0,0,0
773,2812,FALSE,NA,7,NA,1,0,0.26666666666666666,0.06666666666666667,0,0.06666666666666667,0
774,2707,FALSE,NA,7,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
775,6417,FALSE,NA,3,NA,0,0,0.2666666686534882,0,0,0,0
776,4104,FALSE,NA,7,NA,1,0,0.8000000019868214,0.06666666666666667,0,0.06666666666666667,0
777,6320,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
778,5719,FALSE,NA,1,NA,0,0,0.6000000019868215,0,0,0,0
779,7808,FALSE,NA,6,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
780,6424,FALSE,NA,5,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
781,3017,FALSE,NA,5,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
782,7516,FALSE,NA,7,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
783,6812,FALSE,NA,7,NA,1,0,0.46666667064030964,0.06666666666666667,0,0.06666666666666667,0
784,8913,FALSE,NA,4,NA,0,0,0.33333333532015486,0,0,0,0
785,1614,FALSE,NA,-8,NA,0,0,0.2666666686534882,0,0,0,0
786,8813,FALSE,NA,1,NA,0,0,0.400000003973643,0,0,0,0
787,6005,FALSE,NA,7,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
788,8213,FALSE,NA,7,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
789,2921,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
790,3421,FALSE,NA,7,NA,1,0,0.8666666706403097,0.06666666666666667,0,0.06666666666666667,0
791,6807,FALSE,NA,7,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
792,1806,FALSE,NA,5,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
793,609,FALSE,NA,-8,NA,0,0,0.33333333333333337,0,0,0,0
794,2219,FALSE,NA,1,NA,0,0,0.2666666706403097,0,0,0,0
795,6504,FALSE,NA,6,NA,1,0,0.3333333333333333,0.06666666666666667,0,0.06666666666666667,0
796,3705,FALSE,NA,7,NA,1,0,0.6666666666666667,0.06666666666666667,0,0.06666666666666667,0
797,4205,FALSE,NA,-8,NA,0,0,0.2000000019868215,0,0,0,0
798,1908,FALSE,NA,6,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
799,3716,FALSE,NA,6,NA,1,0,0.800000003973643,0.06666666666666667,0,0.06666666666666667,0
800,5602,FALSE,NA,4,NA,0,0,0.46666666865348816,0,0,0,0
801,1506,FALSE,NA,7,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
802,314,FALSE,NA,4,NA,0,0,0.46666667064030964,0,0,0,0
803,5610,FALSE,NA,7,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
804,8903,FALSE,NA,6,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
805,5605,FALSE,NA,6,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
806,5209,FALSE,NA,6,NA,1,0,1,0.06666666666666667,0,0.06666666666666667,0
807,8602,FALSE,NA,5,NA,1,0,0.800000003973643,0.06666666666666667,0,0.06666666666666667,0
808,5110,FALSE,NA,5,NA,1,0,0.7333333333333334,0.06666666666666667,0,0.06666666666666667,0
809,8504,FALSE,NA,6,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
810,8416,FALSE,NA,6,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
811,5202,FALSE,NA,6,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
812,5811,FALSE,NA,7,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
813,8719,FALSE,NA,7,NA,1,0,0.8666666686534882,0.06666666666666667,0,0.06666666666666667,0
814,7613,FALSE,NA,7,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
815,413,FALSE,NA,-8,NA,0,0,0.06666666865348816,0,0,0,0
816,8820,FALSE,NA,7,NA,1,0,0.8666666666666667,0.06666666666666667,0,0.06666666666666667,0
817,1502,FALSE,NA,4,NA,0,0,0.5333333333333333,0,0,0,0
818,7010,FALSE,NA,4,NA,0,0,0.8,0,0,0,0
819,6614,FALSE,NA,6,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
820,8518,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
821,4511,FALSE,NA,6,NA,1,0,0.3333333333333333,0.06666666666666667,0,0.06666666666666667,0
822,405,FALSE,NA,5,NA,1,0,0.9333333333333333,0.06666666666666667,0,0.06666666666666667,0
823,6304,FALSE,NA,5,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
824,2808,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
825,6402,FALSE,NA,6,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
826,4721,FALSE,NA,6,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
827,2425,FALSE,NA,5,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
828,5320,FALSE,NA,4,NA,0,0,0.2000000019868215,0,0,0,0
829,7712,FALSE,NA,6,NA,1,0,0.7333333333333334,0.06666666666666667,0,0.06666666666666667,0
830,2215,FALSE,NA,7,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
831,5404,FALSE,NA,6,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
832,402,FALSE,NA,7,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
833,3804,FALSE,NA,6,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
834,6715,FALSE,NA,6,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
835,8102,FALSE,NA,6,NA,1,0,0.6666666666666667,0.06666666666666667,0,0.06666666666666667,0
836,4218,FALSE,NA,5,NA,1,0,0.6666666666666667,0.06666666666666667,0,0.06666666666666667,0
837,5303,FALSE,NA,2,NA,0,0,0.33333333532015486,0,0,0,0
838,6905,FALSE,NA,7,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
839,3007,FALSE,NA,7,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
840,4901,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
841,2525,FALSE,NA,7,NA,1,0,0.8666666706403097,0.06666666666666667,0,0.06666666666666667,0
842,8101,FALSE,NA,6,NA,1,0,0.800000003973643,0.06666666666666667,0,0.06666666666666667,0
843,9005,FALSE,NA,4,NA,0,0,0.5333333353201548,0,0,0,0
844,9003,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
845,8620,FALSE,NA,7,NA,1,0,0.6666666666666667,0.06666666666666667,0,0.06666666666666667,0
846,4924,FALSE,NA,4,NA,0,0,0.5333333373069764,0,0,0,0
847,7607,FALSE,NA,6,NA,1,0,0.6666666666666667,0.06666666666666667,0,0.06666666666666667,0
848,7813,FALSE,NA,-8,NA,0,0,0.06666666666666667,0,0,0,0
849,1606,FALSE,NA,7,NA,1,0,0.8666666686534882,0.06666666666666667,0,0.06666666666666667,0
850,3124,FALSE,NA,7,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
851,7925,FALSE,NA,2,NA,0,0,0.4,0,0,0,0
