ID,Group,weight_group,Weight,Time,Country,gender,urban_global,education_ISCE,age,a_1,a_2,a_3,a_4,a_5,proposal_01,proposal_02,proposal_03,proposal_04,proposal_05,proposal_06,proposal_07,proposal_08,proposal_09,proposal_10,proposal_11,proposal_12,proposal_13,proposal_14,proposal_15,proposal_16,proposal_17,proposal_18,proposal_19,proposal_20,proposal_21,proposal_22,proposal_23,proposal_24,proposal_25,proposal_26,proposal_27,proposal_28,proposal_29,proposal_30,proposal_31,proposal_32,proposal_33,proposal_34,proposal_35,proposal_36,proposal_37,proposal_38,proposal_39,proposal_40,proposal_41,proposal_42,proposal_43,proposal_44,proposal_45,statement_01,statement_02,statement_03,statement_04,statement_05,statement_06,statement_07,statement_08,statement_09,statement_10,statement_11,statement_12,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,civic_1,civic_2,civic_3,civic_4,civic_5,civic_6,civic_7,disagree_1,disagree_2,disagree_3,disagree_4,disagree_5,disagree_6,disagree_7,disagree_8,disagree_9,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,knowledge_1,knowledge_2,knowledge_3,knowledge_4,knowledge_5,knowledge_6,b_01,b_02,b_03,b_04,b_05,b_06,b_07,b_08_1,b_08_2,b_08_3,b_08_4,b_08_5,b_09,b_10_01,b_10_02,b_10_03,b_10_04,b_10_05,b_10_06,b_10_07,b_10_08,b_10_09,b_10_10,b_10_11,b_10_12,b_10_13,b_10_14,b_10_15,b_10_16,eval_01,eval_02,eval_03,eval_04,eval_05,eval_06,eval_07,eval_08,eval_09,eval_10,eval_11,eval_12,eval_13,eval_14,eval_15,eval_16,eval_17,eval_18
CO_1748433980,1,Colombia_Treatment,0.83845097051604,1,2,1,0,3,63,8,10,0,,,10,,5,5,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,,10,,10,10,10,10,10,10,,,10,10,10,10,10,10,10,,10,10,10,10,,10,,,,10,10,10,10,10,0,,,10,0,10,10,10,10,10,10,,5,10,10,5,6,5,,10,,,,5,10,,,0,5,8,8,10,,4,,4,5,,4,1,1,,4,1,,,,,,,,85,1,0,1,0,1,1,0,0,,1,1,1,0,0,0,0,10,10,10,10,10,10,9,9,9,9,9,0,0,10,10,10,0,10
CO_1748609602,0,Colombia_Control,0.385226750623027,0,2,0,0,6,57,8,8,1,3,6,8,8,9,6,6,7,8,8,9,9,9,10,9,9,10,10,10,10,9,10,10,10,9,5,10,10,10,10,10,10,10,10,10,10,8,8,8,10,10,10,10,8,10,10,10,6,5,1,5,3,7,7,7,10,3,4,5,10,3,8,7,8,10,10,10,5,10,7,8,8,8,10,5,5,5,5,10,7,10,5,10,1,3,6,6,6,6,2,,5,5,4,4,1,3,2,1,1,2,1,0,0,0,1,0,20,1,0,1,0,1,0,1,0,,0,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,
CO_1748609602,0,Colombia_Control,0.385226750623027,1,2,0,0,6,57,7,10,1,8,10,10,5,10,5,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,5,10,5,10,5,10,10,10,10,10,5,10,10,10,5,5,10,10,10,10,10,10,5,5,8,3,2,2,10,10,10,6,2,2,9,7,10,2,10,10,10,10,10,10,6,8,5,1,8,7,10,6,7,5,5,8,7,10,1,10,4,4,7,8,4,7,4,,5,5,4,4,1,2,2,1,1,2,1,0,0,0,1,0,60,1,0,1,1,1,0,1,0,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,
CO_1748222950,0,Colombia_Control,0.429574746334453,0,2,0,0,2,35,10,10,0,,,10,10,5,8,10,6,10,8,5,10,6,10,7,,10,10,10,10,10,10,10,10,9,,7,9,10,10,5,10,6,10,8,10,10,8,9,9,9,10,9,9,9,9,2,8,7,,8,9,8,10,8,9,8,9,6,10,2,10,10,10,10,10,10,,0,10,7,,6,10,10,,,5,10,,9,7,10,6,0,8,7,6,8,2,,5,5,1,,1,1,1,1,1,,,,,,,,40,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,
CO_1748222950,0,Colombia_Control,0.429574746334453,1,2,0,0,2,35,10,10,0,,,10,10,,5,9,5,10,9,5,8,10,8,,10,10,10,10,10,10,10,10,10,,6,10,8,10,9,8,9,7,10,8,9,8,9,9,,5,,9,5,8,,,,,,8,9,,8,7,,9,,5,9,0,10,9,9,10,10,10,9,5,0,,8,5,10,5,7,7,5,10,5,10,5,8,0,0,5,5,5,8,,,5,5,4,,1,4,1,,1,,,,,,,,,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
CO_1748378826,1,Colombia_Treatment,0.72570946678301,0,2,0,1,2,44,7,8,1,9,9,9,9,9,8,9,2,9,8,9,9,9,9,9,9,10,10,10,10,9,10,10,10,9,9,9,9,9,9,9,10,9,9,10,10,10,10,9,10,9,10,10,10,10,10,10,10,9,7,9,9,9,9,9,9,3,10,5,10,10,9,9,9,9,9,9,2,2,9,8,1,9,8,8,8,8,7,9,8,3,2,,9,3,8,8,5,6,2,,4,5,,4,1,3,3,1,2,3,1,0,0,1,0,0,82,1,0,1,0,1,1,0,1,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,
CO_1748378826,1,Colombia_Treatment,0.72570946678301,1,2,0,1,2,44,5,7,1,8,8,8,7,8,8,5,5,9,8,8,8,8,10,9,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,1,9,8,8,9,7,5,3,6,6,8,8,9,9,9,9,10,10,2,8,1,8,0,7,10,9,10,7,5,10,1,10,2,9,10,3,7,5,5,9,2,,5,2,4,4,1,3,3,1,4,3,2,0,0,1,1,0,56,1,0,1,0,1,1,0,0,,1,1,0,1,1,1,0,8,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,1,9
CO_1748406176,1,Colombia_Treatment,0.689295882951056,0,2,0,1,6,56,9,9,0,,,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,8,0,10,10,10,10,10,0,10,10,0,10,4,10,10,10,10,10,10,10,0,10,10,0,0,7,10,10,8,7,10,8,10,10,9,0,6,7,7,7,8,4,4,5,5,4,5,1,1,2,1,1,,,,,,,,52,1,0,1,0,1,1,1,0,,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
CO_1748406176,1,Colombia_Treatment,0.689295882951056,1,2,0,1,6,56,7,7,0,,,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,0,7,10,10,10,10,0,0,0,6,10,7,10,10,9,10,10,10,10,0,7,6,3,10,8,9,6,7,8,9,6,10,7,8,0,7,8,8,8,7,4,4,1,5,4,5,1,1,3,1,1,,,,,,,,75,1,0,1,0,1,1,0,0,,0,1,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,0,10
CO_1748608160,1,Colombia_Treatment,1.34777447097138,0,2,1,1,2,28,10,10,0,,,9,5,9,2,8,7,9,7,9,7,10,10,6,7,8,10,6,6,9,6,,,,,,5,,,9,9,1,10,5,,8,,9,5,5,,5,,,,,,,,6,,,4,3,5,5,4,5,10,6,10,9,9,5,6,5,6,6,4,5,5,5,4,4,4,5,5,5,5,6,5,6,0,6,5,4,5,7,4,1,2,5,1,4,1,,,1,1,,,,,,,,17,1,1,1,1,1,0,1,1,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,
CO_1748608160,1,Colombia_Treatment,1.34777447097138,1,2,1,1,2,28,5,7,1,8,8,7,9,9,7,8,7,8,7,7,6,,9,,9,6,,6,7,9,7,8,,8,,4,10,5,,5,6,5,6,6,7,7,6,5,5,6,6,6,6,6,7,7,8,7,7,7,8,7,6,6,5,5,6,4,5,5,4,5,4,,5,,,,,2,8,8,2,4,4,3,5,5,,5,,,0,4,2,3,5,4,4,1,5,5,1,4,1,2,2,2,4,2,7,0,0,0,1,0,,1,1,1,0,1,1,1,1,,1,1,0,1,0,1,0,5,5,6,5,6,5,5,4,7,10,10,3,3,7,7,5,0,5
CO_1748581646,1,Colombia_Treatment,0.83845097051604,0,2,1,1,3,66,5,5,1,3,3,8,8,7,7,7,7,7,7,8,7,4,7,8,7,9,9,7,9,8,7,7,6,8,5,8,7,5,7,8,7,8,7,10,7,7,7,9,7,7,8,8,9,8,7,8,5,5,3,7,3,8,6,6,4,5,5,5,8,4,8,8,8,8,8,5,2,5,7,3,3,7,5,6,7,7,5,8,6,8,5,6,3,5,7,8,7,5,4,,4,5,1,4,1,2,2,1,1,1,1,0,0,0,1,0,51,1,0,1,0,1,1,1,0,,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,
CO_1748581646,1,Colombia_Treatment,0.83845097051604,1,2,1,1,3,66,7,7,1,4,5,8,8,8,4,9,3,8,8,9,,8,8,,9,8,10,6,10,10,10,8,5,9,10,7,10,10,10,7,10,10,10,10,9,10,10,10,9,8,8,9,10,10,8,9,2,,0,8,4,7,1,1,9,1,5,1,10,3,4,9,3,9,10,9,3,1,1,4,1,,4,,6,3,5,5,5,9,,5,2,6,8,8,7,4,4,1,4,5,,4,1,3,1,2,1,1,8,,,,,,,1,0,1,0,1,0,0,0,,0,1,0,1,1,0,0,5,5,7,9,5,4,8,6,5,10,7,2,7,8,2,7,0,7
CO_1748636678,1,Colombia_Treatment,0.689295882951056,0,2,0,0,6,55,9,9,0,,,,,8,,,,9,,9,8,,8,,9,9,10,9,,8,8,,,8,,9,9,9,,8,,9,8,9,,,,8,8,,,8,,9,,,,,3,,6,,,,6,,,,9,3,10,10,9,8,10,5,,3,7,8,8,2,5,7,,,,,,7,,8,8,8,9,9,8,8,4,,5,,2,,1,,,1,1,,,,,,,,,1,0,0,0,1,0,0,0,,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,
CO_1748636678,1,Colombia_Treatment,0.689295882951056,1,2,0,0,6,55,9,9,0,,,,,,,,,,,,,5,7,5,8,9,10,8,8,8,8,5,5,8,8,8,8,8,3,8,8,10,8,9,5,6,8,8,10,10,,7,5,5,,7,,,3,6,8,7,8,5,7,6,,,10,5,10,10,9,10,10,7,,5,10,10,3,5,3,5,,4,,4,,6,4,6,8,7,9,8,8,6,4,,1,5,4,4,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,7,7,3,6,3,3,4,4,4,9,9,5,5,8,8,8,0,5
CO_1748551914,1,Colombia_Treatment,0.614702618072866,0,2,0,0,6,61,10,10,0,,,10,10,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,,10,10,10,,,10,,10,,10,10,10,10,10,10,,,10,10,10,9,10,10,10,,10,10,,10,,10,5,0,5,5,,0,2,,1,5,4,4,1,4,1,1,1,,,,,,,,0,1,0,1,0,1,1,0,1,,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,
CO_1748551914,1,Colombia_Treatment,0.614702618072866,1,2,0,0,6,61,10,8,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,0,10,10,10,0,0,10,,10,,10,10,10,10,10,10,0,10,10,10,10,10,7,10,10,10,,10,10,10,,10,5,5,10,10,5,5,4,,4,5,4,4,1,4,1,1,1,,,,,,,,100,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,0,10,10,5,10,5,10,10,10,0,10,0,10,10,10,10,0,10
CO_1748461624,0,Colombia_Control,1.1442639768375,0,2,1,0,3,32,5,9,1,6,6,9,9,6,9,9,5,7,6,9,9,4,8,7,6,10,10,8,8,10,10,9,7,9,,9,9,8,7,10,9,,9,10,8,8,8,10,6,7,6,9,9,8,9,10,9,5,8,8,6,8,8,10,9,10,6,4,10,5,9,10,10,10,10,10,5,7,6,4,4,9,8,7,7,9,3,5,4,9,5,10,5,8,8,8,8,5,4,,4,5,4,4,1,4,1,2,4,3,3,1,0,1,0,0,41,1,0,1,0,0,1,0,0,,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,
CO_1748461624,0,Colombia_Control,1.1442639768375,1,2,1,0,3,32,9,8,1,7,7,10,9,8,9,6,4,7,7,5,9,9,7,9,10,10,10,10,9,10,9,9,8,10,,9,10,9,9,9,9,,9,10,10,10,9,9,5,3,9,9,10,8,9,5,5,2,9,10,,9,9,9,10,7,0,,10,5,10,10,10,9,10,10,8,5,9,8,8,5,10,9,9,10,10,10,5,5,,9,5,10,10,10,10,10,2,5,4,5,4,4,1,4,,2,2,3,3,1,0,1,0,0,92,1,1,1,0,0,1,0,1,,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,
CO_1748634312,0,Colombia_Control,1.0682353344547,0,2,1,0,6,35,0,0,0,,,10,10,0,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,0,10,0,10,0,10,10,10,10,10,10,0,10,0,10,0,10,10,10,10,10,10,10,0,10,0,0,10,10,10,10,0,10,10,10,10,0,10,0,0,10,10,10,0,2,,5,2,,,1,3,4,7,4,,,,,,,,6,1,0,0,0,1,0,0,1,,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,
CO_1748634312,0,Colombia_Control,1.0682353344547,1,2,1,0,6,35,3,9,0,,,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,0,10,0,10,10,10,10,10,10,10,,,10,0,10,10,10,10,10,10,10,10,10,,,10,10,10,0,10,10,0,10,10,10,10,0,10,10,6,5,9,4,,4,2,,4,1,2,2,1,1,,,,,,,,0,1,0,0,0,1,0,0,0,,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,
CO_1748549018,1,Colombia_Treatment,0.784841864655116,0,2,1,0,7,27,5,10,1,5,5,8,5,5,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,,10,10,5,5,10,10,,10,10,10,10,10,10,10,5,10,10,10,10,5,10,5,5,0,0,10,10,10,10,10,5,5,10,10,5,10,10,10,10,10,10,0,10,10,10,10,5,10,10,10,0,,10,10,10,0,10,0,5,10,10,5,5,4,,5,5,2,4,1,1,2,2,1,2,1,0,0,0,1,0,12,1,0,1,0,1,0,0,0,,0,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,
CO_1748549018,1,Colombia_Treatment,0.784841864655116,1,2,1,0,7,27,5,10,1,5,5,10,5,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,10,5,10,10,10,10,10,10,5,10,10,10,10,10,10,5,10,10,10,10,10,10,10,5,5,0,10,10,10,10,10,5,5,5,5,10,5,10,10,10,10,10,10,0,5,10,10,10,5,5,5,10,0,0,10,0,10,0,10,5,5,10,10,5,5,4,1,5,5,4,4,1,2,3,2,1,2,1,0,0,1,1,0,10,1,1,1,0,1,0,0,0,,0,1,1,1,1,0,0,10,10,10,10,10,10,10,10,5,10,10,0,0,10,10,10,0,10
CO_1748324194,0,Colombia_Control,1.21860598197958,0,2,0,0,2,49,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,,10,,10,10,10,10,,10,10,10,10,10,10,,10,10,10,10,10,,10,10,,,10,0,10,0,10,10,10,0,,10,10,10,10,10,10,10,10,0,10,10,1,,,0,,10,10,,10,,10,10,10,10,,7,7,6,6,2,,5,5,2,5,1,1,2,4,4,2,1,0,1,0,0,0,,1,0,1,0,1,1,1,0,,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,
CO_1748324194,0,Colombia_Control,1.21860598197958,1,2,0,0,2,49,10,10,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,,10,10,0,10,10,10,,10,10,,10,10,10,10,10,10,10,10,0,3,10,10,10,1,,,10,10,,10,10,10,10,10,10,1,6,7,7,6,4,,1,2,,,1,1,2,2,2,,,,,,,,100,1,0,0,0,0,0,1,1,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
CO_1748406028,1,Colombia_Treatment,0.83845097051604,0,2,1,0,3,57,8,9,1,9,9,9,8,8,9,8,9,8,9,8,8,9,8,9,9,9,8,7,8,9,8,9,8,7,8,9,8,8,9,8,9,8,9,10,7,8,7,8,8,5,6,7,8,7,8,9,9,8,9,9,8,9,8,9,8,7,8,8,9,9,10,10,9,9,8,9,8,9,9,9,9,8,8,8,9,8,9,8,6,10,7,9,8,9,9,8,8,7,1,,1,3,1,,1,,,7,1,2,1,0,1,0,0,0,43,1,0,0,0,1,0,0,0,,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,
CO_1748406028,1,Colombia_Treatment,0.83845097051604,1,2,1,0,3,57,9,6,1,8,8,10,7,8,8,8,8,7,10,9,8,9,8,7,9,7,8,10,9,9,7,8,9,9,9,10,10,7,5,10,10,9,10,7,10,10,6,7,7,5,6,10,6,9,8,8,7,8,8,9,7,9,9,9,8,9,9,7,8,9,9,8,10,9,9,9,8,9,9,9,7,8,9,9,,,6,8,1,10,,8,2,6,9,8,9,9,,,5,5,4,4,1,,1,1,1,1,1,0,0,0,1,0,85,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,9,10,10,10,8,9,8,8,7,10,6,9,9,8,10,10,4,5
CO_1748521570,0,Colombia_Control,0.894443361033463,0,2,1,1,6,58,6,6,0,,,7,6,7,6,8,6,6,5,4,8,8,9,7,9,10,10,10,10,10,10,8,9,9,7,10,8,9,10,9,9,7,6,7,9,7,8,9,8,9,8,8,7,8,7,9,7,4,2,5,10,9,7,8,9,4,7,6,9,9,9,9,9,10,10,9,2,5,7,3,3,,6,5,8,6,4,9,4,6,6,7,2,4,5,5,6,6,2,,2,4,4,4,1,1,4,2,1,,,,,,,,34,1,0,1,0,1,1,1,0,,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,
CO_1748521570,0,Colombia_Control,0.894443361033463,1,2,1,1,6,58,6,7,0,,,9,8,8,8,8,7,8,8,8,9,8,9,10,8,10,10,10,10,10,10,9,9,9,9,9,9,10,10,9,9,7,9,10,10,8,8,9,8,8,10,10,9,10,8,9,9,7,3,9,9,9,10,9,9,7,9,6,10,9,10,10,8,9,10,10,2,3,5,4,5,5,6,5,6,5,,6,4,7,7,7,1,2,6,6,6,6,4,,4,4,4,4,1,2,3,4,1,,,,,,,,71,1,0,1,0,1,1,0,0,,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,
CO_1743703424,1,Colombia_Treatment,0.72570946678301,0,2,0,0,3,44,4,5,0,,,10,9,0,10,4,1,5,0,10,7,5,5,8,10,10,10,10,10,5,5,5,5,5,0,5,5,10,10,5,6,4,10,5,6,4,7,8,9,10,9,8,6,7,7,6,7,3,2,7,7,9,9,8,7,6,8,,10,10,10,10,8,10,10,10,0,0,0,5,3,10,10,10,10,,,10,,10,0,10,3,0,5,7,6,7,4,,5,5,4,,1,4,1,1,1,,,,,,,,,1,0,0,0,1,1,0,0,,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,
CO_1743703424,1,Colombia_Treatment,0.72570946678301,1,2,0,0,3,44,7,7,1,4,4,7,6,7,7,7,7,8,6,8,8,7,8,9,10,8,10,10,8,7,8,10,8,7,,9,10,10,10,8,10,9,10,10,9,7,7,9,8,10,10,9,8,8,6,8,5,4,0,5,7,10,10,8,3,,,,10,10,10,10,8,10,10,10,3,0,0,0,0,10,10,5,7,2,,7,,10,0,10,5,0,5,5,6,7,4,,4,5,4,4,1,,1,1,1,1,1,0,0,0,1,0,20,1,0,1,0,1,1,0,0,,0,1,1,1,0,0,0,8,10,10,10,7,7,8,8,8,10,9,0,9,9,10,10,0,9
CO_1748608212,0,Colombia_Control,0.385226750623027,0,2,0,1,6,58,1,3,1,7,9,8,9,4,8,9,10,10,2,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,9,9,9,9,2,6,7,9,6,10,10,10,10,10,10,1,1,3,2,3,1,10,10,9,9,9,9,10,10,10,9,1,0,7,7,7,9,2,1,5,5,4,5,1,4,1,2,1,2,7,0,0,1,0,0,85,1,0,0,0,0,0,0,0,,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,
CO_1748608212,0,Colombia_Control,0.385226750623027,1,2,0,1,6,58,2,6,1,9,9,5,8,3,8,8,2,10,10,3,3,2,4,2,10,10,10,8,9,10,10,9,9,10,10,10,10,9,9,10,10,10,10,9,7,9,10,10,10,10,10,10,9,10,10,10,9,2,2,3,10,5,10,,3,3,10,10,2,2,8,10,9,5,10,10,3,10,3,4,3,,10,8,4,3,3,10,2,3,10,10,1,1,3,4,3,3,1,,5,5,1,,1,4,2,1,4,4,7,0,0,1,0,0,71,1,0,1,0,0,0,0,0,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,
CO_1748637302,1,Colombia_Treatment,1.35088684460273,0,2,1,1,2,22,4,3,1,0,0,10,10,5,8,10,6,8,8,10,4,5,5,5,5,10,10,9,9,10,10,10,5,5,10,10,4,7,4,8,8,7,10,9,8,8,7,10,5,7,8,10,9,5,7,7,5,6,10,10,7,7,7,6,10,8,9,8,10,5,10,10,8,10,9,10,3,8,10,10,10,6,5,7,8,,,7,,,,8,4,10,10,10,10,6,4,,4,5,,4,1,,2,7,4,2,6,0,0,1,0,0,7,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
CO_1748637302,1,Colombia_Treatment,1.35088684460273,1,2,1,1,2,22,5,5,1,5,5,5,9,9,9,8,8,8,8,10,10,10,10,10,10,10,10,9,9,9,8,8,10,7,10,10,10,10,10,10,7,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,7,5,3,6,3,10,10,10,10,3,7,3,10,8,10,10,10,10,10,10,8,6,10,6,7,6,7,,7,,5,7,8,,,,4,7,9,9,9,8,2,,5,5,4,4,1,1,2,5,5,2,6,0,0,1,0,0,25,1,1,1,0,1,0,0,0,,0,1,0,1,0,0,0,10,9,9,10,10,10,10,10,10,10,10,5,10,10,10,10,2,10
CO_1748432958,1,Colombia_Treatment,0.784841864655116,0,2,1,0,6,29,2,7,0,,,8,8,8,5,6,7,8,8,9,8,5,7,4,7,8,9,9,9,8,8,8,8,9,7,9,9,9,9,8,8,8,8,8,8,7,9,6,8,8,9,9,8,9,7,7,6,7,5,6,9,8,6,8,7,8,8,8,8,3,7,4,7,8,9,8,3,7,7,6,2,6,6,6,6,4,6,7,7,4,2,7,5,7,8,7,9,7,4,1,5,2,4,4,1,4,1,,1,,,,,,,,5,1,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
CO_1748432958,1,Colombia_Treatment,0.784841864655116,1,2,1,0,6,29,3,7,0,,,8,8,9,8,9,7,9,8,9,8,9,8,9,9,9,9,8,7,9,8,8,6,8,7,7,8,7,7,8,8,8,7,9,6,7,9,8,10,9,10,9,10,9,7,7,10,8,5,8,7,8,9,9,9,9,9,10,10,8,9,9,8,8,9,9,9,8,6,6,6,5,7,7,8,7,8,8,8,9,8,8,8,8,7,7,7,8,4,1,5,5,3,2,1,3,2,7,2,,,,,,,,20,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,6,8,9,8,6,8,5,7,8,9,9,8,8,7,8,10,8,9
CO_1748579974,0,Colombia_Control,0.891852488614797,0,2,1,0,2,56,5,,0,,,10,10,1,1,3,5,10,10,10,6,10,10,10,10,10,10,10,10,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,,,3,10,9,6,,4,,,,5,1,10,10,5,9,10,10,1,6,,8,8,,7,,,,,,,,,5,2,5,5,5,5,5,4,,1,,,4,1,,,,1,,,,,,,,,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
CO_1748579974,0,Colombia_Control,0.891852488614797,1,2,1,0,2,56,5,,1,5,,,,1,1,,,9,7,,,9,9,8,,9,10,10,,,,,,,,10,10,9,,9,10,,9,,8,,,,,,,,,,,,,,10,5,10,10,10,10,9,4,,,5,1,10,10,,10,10,10,,10,10,10,10,,7,,,,,10,6,9,10,10,0,3,5,5,3,2,4,,1,4,,4,1,,1,1,1,1,1,0,0,0,1,0,,1,0,1,1,1,1,1,0,,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,
CO_1748551110,0,Colombia_Control,0.385226750623027,0,2,0,0,7,59,9,9,0,,,9,10,10,9,9,9,6,9,9,9,9,10,10,10,10,10,10,10,10,10,8,6,9,9,10,9,7,9,10,9,10,9,9,9,9,10,10,9,10,9,9,10,9,9,9,10,8,2,9,9,9,10,10,7,8,10,,10,10,10,10,10,10,10,10,7,3,6,9,2,,9,5,5,6,6,9,5,9,2,9,6,6,8,8,8,9,2,,4,2,4,4,1,3,2,1,1,,,,,,,,78,1,0,1,0,0,0,0,0,,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,
CO_1748551110,0,Colombia_Control,0.385226750623027,1,2,0,0,7,59,5,5,0,,,8,8,3,6,5,5,9,10,9,9,9,10,9,9,10,10,10,10,10,10,9,8,10,9,10,10,7,9,9,9,5,9,9,10,10,9,9,9,9,9,9,9,9,9,9,8,9,5,9,9,8,9,9,9,8,8,4,9,6,9,9,8,10,10,9,5,5,5,7,6,6,9,,7,7,,9,,9,5,9,6,8,7,5,5,7,4,,5,5,4,4,1,2,2,8,1,,,,,,,,75,1,0,1,0,0,0,0,0,,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,
CO_1748636380,0,Colombia_Control,0.925077048352452,0,2,1,0,2,43,7,6,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,10,10,10,9,10,10,5,10,10,10,10,9,10,10,10,9,10,8,10,10,9,10,10,10,10,8,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,6,10,10,10,10,10,7,8,5,9,10,8,8,7,8,9,2,,4,3,3,4,1,2,2,4,1,,,,,,,,50,1,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
CO_1748636380,0,Colombia_Control,0.925077048352452,1,2,1,0,2,43,10,10,0,,,10,10,1,1,,,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,5,10,8,10,10,10,10,10,10,10,10,10,10,,10,10,10,,10,10,,10,10,10,,10,1,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,1,10,,10,10,5,10,10,5,10,10,10,1,5,6,10,8,7,3,1,1,5,4,3,1,4,1,2,2,,,,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
