poll_id,definition_id,measure_id,source_waves,scoring_rule,missing_policy,denominator_policy,post_dependent,calibration_sample,evidence
btp-general-election-2004,higher_education@historical-v1,higher_education,T1,ppeducat1/2/3/4 ->0/.33/.66/1; higher education >=.66; education_three collapses interior codes to.5,System missing retained,One observed demographic/questionnaire response,FALSE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,household_income@historical-v1,household_income,T1,"Historical income category collapse; high-income threshold GE>5,SanMateo>4; Health entirely unavailable",System missing retained,One observed demographic/questionnaire response,FALSE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,knowledge_gain@historical-v1,knowledge_gain,T1|T2,Binary item correctness from documented answer key; fixed 9-item mean stored float32; product of baseline and post correctness for joint score; double-precision gains/log/threshold from stored scores,System missing and all non-key codes score0,Fixed 9 questionnaire items; missing responses remain in denominator,TRUE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,knowledge_gain_joint@historical-v1,knowledge_gain_joint,T1|T2,Binary item correctness from documented answer key; fixed 9-item mean stored float32; product of baseline and post correctness for joint score; double-precision gains/log/threshold from stored scores,System missing and all non-key codes score0,Fixed 9 questionnaire items; missing responses remain in denominator,TRUE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,knowledge_joint@historical-v1,knowledge_joint,T1|T2,Binary item correctness from documented answer key; fixed 9-item mean stored float32; product of baseline and post correctness for joint score; double-precision gains/log/threshold from stored scores,System missing and all non-key codes score0,Fixed 9 questionnaire items; missing responses remain in denominator,TRUE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,knowledge_joint_midterm@historical-v1,knowledge_joint_midterm,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,knowledge_midterm@historical-v1,knowledge_midterm,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,knowledge_midterm_joint@historical-v1,knowledge_midterm_joint,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,knowledge_t1@historical-v1,knowledge_t1,T1,Binary item correctness from documented answer key; fixed 9-item mean stored float32,System missing and all non-key codes score0,Fixed 9 questionnaire items; missing responses remain in denominator,FALSE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,knowledge_t2@historical-v1,knowledge_t2,T2,Binary item correctness from documented answer key; fixed 9-item mean stored float32,System missing and all non-key codes score0,Fixed 9 questionnaire items; missing responses remain in denominator,TRUE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,log_knowledge_joint@historical-v1,log_knowledge_joint,T1|T2,Binary item correctness from documented answer key; fixed 9-item mean stored float32; product of baseline and post correctness for joint score; double-precision gains/log/threshold from stored scores,System missing and all non-key codes score0,Fixed 9 questionnaire items; missing responses remain in denominator,TRUE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,marriage_t1@historical-v1,marriage_t1,T1,"Raw1..7 maps round((x-1)/6,5) then float32; -4..-1,9,system missing remain missing",Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,FALSE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,marriage_t2@historical-v1,marriage_t2,T2,"Raw1..7 maps round((x-1)/6,5) then float32; -4..-1,9,system missing remain missing",Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,TRUE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,military_t1@historical-v1,military_t1,T1,"Raw1..7 maps round((x-1)/6,5) then float32; -4..-1,9,system missing remain missing",Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,FALSE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,military_t2@historical-v1,military_t2,T2,"Raw1..7 maps round((x-1)/6,5) then float32; -4..-1,9,system missing remain missing",Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,TRUE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,minority@historical-v1,minority,T1,"race/ppeth/Q132 code1 ->0,other substantive code ->1; system missing retained",System missing retained,One observed demographic/questionnaire response,FALSE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,political_interest_t1@historical-v1,political_interest_t1,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,read_briefing@historical-v1,read_briefing,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,rights_t1@historical-v1,rights_t1,T1,"Raw1..7 maps round((x-1)/6,5) then float32; -4..-1,9,system missing remain missing",Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,FALSE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,rights_t2@historical-v1,rights_t2,T2,"Raw1..7 maps round((x-1)/6,5) then float32; -4..-1,9,system missing remain missing",Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,TRUE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,services_t1@historical-v1,services_t1,T1,"Raw1..7 maps round((x-1)/6,5) then float32; -4..-1,9,system missing remain missing",Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,FALSE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,services_t2@historical-v1,services_t2,T2,"Raw1..7 maps round((x-1)/6,5) then float32; -4..-1,9,system missing remain missing",Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,TRUE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,trade_t1@historical-v1,trade_t1,T1,"Raw1..7 maps round((x-1)/6,5) then float32; -4..-1,9,system missing remain missing",Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,FALSE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-general-election-2004,trade_t2@historical-v1,trade_t2,T2,"Raw1..7 maps round((x-1)/6,5) then float32; -4..-1,9,system missing remain missing",Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,TRUE,All299 reviewed-source rows before final t2know>0 and nonmissing attextreme exclusions,data/btp-general-election-2004/questionnaires.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,age@historical-v1,age,T1,2005-birthyr;9999 invalid birthyear becomes missing,System missing retained; Health9999 missing,One observed demographic response,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,attitude_extremity@historical-v1,attitude_extremity,T1,"Available-item mean of abs(baseline attitude-.5), each deviation and final mean stored float32; original pre-drop attitude set retained",Missing attitudes omitted; all-missing row NA,Number of observed baseline attitudes among 11 original attitudes; empty row missing,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,attitude_extremity_midterm@historical-v1,attitude_extremity_midterm,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,cost_coverage_t1@historical-v1,cost_coverage_t1,T1,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 4 inputs; empty row missing,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,cost_coverage_t2@historical-v1,cost_coverage_t2,T2,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 4 inputs; empty row missing,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,education_four@historical-v1,education_four,T1,educ1/2/3/4/5/6 ->0/.33/.66/.66/1/1; higher education==1; education_three collapses interior codes to.5,System missing retained,One observed demographic/questionnaire response,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,education_three@historical-v1,education_three,T1,educ1/2/3/4/5/6 ->0/.33/.66/.66/1/1; higher education==1; education_three collapses interior codes to.5,System missing retained,One observed demographic/questionnaire response,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,employer_payment_t1@historical-v1,employer_payment_t1,T1,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,employer_payment_t2@historical-v1,employer_payment_t2,T2,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,female@btphe-01-v2,female,T1,"gender code2 ->1,code1 ->0; missing ->missing",System missing retained,One observed demographic/questionnaire response,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,government_involvement_t1@historical-v1,government_involvement_t1,T1,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 2 inputs; empty row missing,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,government_involvement_t2@historical-v1,government_involvement_t2,T2,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 2 inputs; empty row missing,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,high_income@historical-v1,high_income,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,high_knowledge_joint@historical-v1,high_knowledge_joint,T1|T2,Binary item correctness from documented answer key; fixed 6-item mean stored float32; product of baseline and post correctness for joint score; double-precision gains/log/threshold from stored scores,System missing and all non-key codes score0,Fixed 6 questionnaire items; missing responses remain in denominator,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,higher_education@historical-v1,higher_education,T1,educ1/2/3/4/5/6 ->0/.33/.66/.66/1/1; higher education==1; education_three collapses interior codes to.5,System missing retained,One observed demographic/questionnaire response,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,household_income@historical-v1,household_income,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,individual_payment_t1@historical-v1,individual_payment_t1,T1,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,individual_payment_t2@historical-v1,individual_payment_t2,T2,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,knowledge_gain@historical-v1,knowledge_gain,T1|T2,Binary item correctness from documented answer key; fixed 6-item mean stored float32; product of baseline and post correctness for joint score; double-precision gains/log/threshold from stored scores,System missing and all non-key codes score0,Fixed 6 questionnaire items; missing responses remain in denominator,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,knowledge_gain_joint@historical-v1,knowledge_gain_joint,T1|T2,Binary item correctness from documented answer key; fixed 6-item mean stored float32; product of baseline and post correctness for joint score; double-precision gains/log/threshold from stored scores,System missing and all non-key codes score0,Fixed 6 questionnaire items; missing responses remain in denominator,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,knowledge_joint@historical-v1,knowledge_joint,T1|T2,Binary item correctness from documented answer key; fixed 6-item mean stored float32; product of baseline and post correctness for joint score; double-precision gains/log/threshold from stored scores,System missing and all non-key codes score0,Fixed 6 questionnaire items; missing responses remain in denominator,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,knowledge_joint_midterm@historical-v1,knowledge_joint_midterm,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,knowledge_midterm@historical-v1,knowledge_midterm,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,knowledge_midterm_joint@historical-v1,knowledge_midterm_joint,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,knowledge_t1@historical-v1,knowledge_t1,T1,Binary item correctness from documented answer key; fixed 6-item mean stored float32,System missing and all non-key codes score0,Fixed 6 questionnaire items; missing responses remain in denominator,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,knowledge_t2@historical-v1,knowledge_t2,T2,Binary item correctness from documented answer key; fixed 6-item mean stored float32,System missing and all non-key codes score0,Fixed 6 questionnaire items; missing responses remain in denominator,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,local_testing_t1@historical-v1,local_testing_t1,T1,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,local_testing_t2@historical-v1,local_testing_t2,T2,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,log_knowledge_joint@historical-v1,log_knowledge_joint,T1|T2,Binary item correctness from documented answer key; fixed 6-item mean stored float32; product of baseline and post correctness for joint score; double-precision gains/log/threshold from stored scores,System missing and all non-key codes score0,Fixed 6 questionnaire items; missing responses remain in denominator,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,medical_quality_t1@historical-v1,medical_quality_t1,T1,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 3 inputs; empty row missing,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,medical_quality_t2@historical-v1,medical_quality_t2,T2,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 3 inputs; empty row missing,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,minority@historical-v1,minority,T1,"race/ppeth/Q132 code1 ->0,other substantive code ->1; system missing retained",System missing retained,One observed demographic/questionnaire response,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,no_child_left_behind_t1@historical-v1,no_child_left_behind_t1,T1,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,no_child_left_behind_t2@historical-v1,no_child_left_behind_t2,T2,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,read_briefing@historical-v1,read_briefing,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,reform_t1@historical-v1,reform_t1,T1,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,reform_t2@historical-v1,reform_t2,T2,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 1 inputs; empty row missing,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,school_choice_t1@historical-v1,school_choice_t1,T1,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 2 inputs; empty row missing,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,school_choice_t2@historical-v1,school_choice_t2,T2,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 2 inputs; empty row missing,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,school_funding_t1@historical-v1,school_funding_t1,T1,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 5 inputs; empty row missing,FALSE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
btp-health-education-2005,school_funding_t2@historical-v1,school_funding_t2,T2,Questionnaire-oriented0..1 component recodes float32; available-item mean; cost/medical/government alpha indices sequential float32 sum then float32 division; see R/respondent_btp_health.R,Instrument nonresponse codes and system missing retained; available-item means omit missing components,Number of observed component responses among 5 inputs; empty row missing,TRUE,All454 reviewed-source rows; preserved individual scales have pairwise available-item denominators,data/btp-health-education-2005/questionnaire-pre.doc; vault/cdd/data/nuri/reagg.txt; historical-cdd-scripts merge03/04/06
