poll_id,item_id,source_column_t1,historical_item_id,cor_item_id,question,wording_source,response_type,answer_choices,correct_codes,correct_answer,source_reference,coding_note,historical_item_id_t2
san-mateo-2008,knowledge_004,Q22,22,knowledge-4,What was the average rent for a two-bedroom apartment in 2007?,paraphrase of source label or questionnaire,multiple choice,"1: $1,100 | 2: $1,300 | 3: $1,700 | 4: $2,200 | 5: $3,000 | 6: Or couldnÆt you say about that?",3,"$1,700",data/san-mateo-2008/variables.csv,,
san-mateo-2008,knowledge_005,Q23,23,knowledge-5,How much was county housing demand projected to grow from 2005 to 2025?,paraphrase of source label or questionnaire,multiple choice,"1: 20,000 | 2: 40,000 | 3: 60,000 | 4: 70,000 | 5: 90,000 | 6: Or couldnÆt you say about that?",4,"70,000",data/san-mateo-2008/variables.csv,,
san-mateo-2008,knowledge_006,Q24,24,knowledge-6,What share of projected new households would have low or very low incomes?,paraphrase of source label or questionnaire,multiple choice,1: Less than one-third | 2: Less than one-half | 3: About half | 4: More than one-half | 5: More than two-thirds | 6: Or couldnÆt you say about that?,3,About half,data/san-mateo-2008/variables.csv,,
san-mateo-2008,knowledge_007,Q25,25,knowledge-7,How many new homes were projected to be built at the current development rate?,paraphrase of source label or questionnaire,multiple choice,"1: 25,000 | 2: 50,000 | 3: 75,000 | 4: 100,000 | 5: Or couldnÆt you say about that?",1,"25,000",data/san-mateo-2008/variables.csv,,
san-mateo-2008,knowledge_008,Q26,26,knowledge-8,What share of county land was open space or other protected land?,paraphrase of source label or questionnaire,multiple choice,1: less than 25% | 2: 33% | 3: 58% | 4: 67% | 5: more than 75% | 6: Or couldnÆt you say about that?,5,more than 75%,data/san-mateo-2008/variables.csv,,
europolis-2009,knowledge_001,V1Q43,43,knowledge-1,V1Q43. Is the main decision-making body of the European Union the…?,source variable label,multiple choice,1: European Commission | 2: Council of Ministers | 3: European Parliament | 4: European Court of Auditors | 999: You couldn’t say,2,Council of Ministers,data/europolis-2009/variables.csv,,
europolis-2009,knowledge_002,V1Q44,44,knowledge-2,V1Q44. Only one of the following statements about the European Parliament is false. Which one is it?,source variable label,multiple choice,1: It passes all EU laws | 2: It can dismiss the European Commission | 3: It can reject the budget proposed by the Council of Minister | 4: It is involved in decisions about the admission of new Membe | 999: You couldn’t say,1,It passes all EU laws,data/europolis-2009/variables.csv,,
europolis-2009,knowledge_003,V1Q46,46,knowledge-3,V1Q46. Which of the following is true of Blue card workers?,source variable label,multiple choice,1: They can work anywhere in the EU | 2: They must have a university education | 3: They cannot bring family members to join them any faster tha | 4: They are subject to the Returns Directive | 999: You couldn’t say,2,They must have a university education,data/europolis-2009/variables.csv,,
europolis-2009,knowledge_004,V1Q47,47,knowledge-4,V1Q47. Which of the following is true about the ways in which immigration policy is currently made?,source variable label,multiple choice,1: The EU sets the basic rules about entry and residency requir | 2: The EU decides how many immigrants can be admitted to each c | 3: Work permits for immigrants must be approved by the EU | 4: The EU plays no role in immigration policy. | 999: You couldn’t say,1,The EU sets the basic rules about entry and residency requir,data/europolis-2009/variables.csv,,
europolis-2009,knowledge_005,V1Q49,49,knowledge-5,"V1Q49. The percentage of the EU’s total energy consumption that comes from fossil fuels (coal, gas or oil) is about...?",source variable label,multiple choice,1: 50% | 2: 60% | 3: 70% | 4: 80% | 999: You couldn’t say,4,80%,data/europolis-2009/variables.csv,,
europolis-2009,knowledge_006,V1Q50,50,knowledge-6,V1Q50. Which of the following produces the most greenhouse gases?,source variable label,multiple choice,1: China | 2: The European Union | 3: The United States | 4: India | 999: You couldn’t say,1,China,data/europolis-2009/variables.csv,,
michigan-2009,knowledge_001,q14,,knowledge-1,Which party held the majority in the Michigan State Senate?,questionnaire,open text,,2,Republican Party,data/michigan-2009/questionnaire-pre.pdf,"Open party name at departure was lowercased and stripped of punctuation; explicit party spellings in metadata/knowledge_items.csv were accepted. The baseline source stores a coded party category, shown in correct_codes.",
michigan-2009,knowledge_002,q15,,knowledge-2,Which party held the majority in the Michigan State House of Representatives?,questionnaire,open text,,1,Democratic Party,data/michigan-2009/questionnaire-pre.pdf,"Open party name at departure was lowercased and stripped of punctuation; explicit party spellings in metadata/knowledge_items.csv were accepted. The baseline source stores a coded party category, shown in correct_codes.",
michigan-2009,knowledge_003,q16,,knowledge-3,Which state had an unemployment rate similar to Michigan?,questionnaire,multiple choice,1: Oregon | 2: West Virginia | 3: Ohio | 4: Louisiana,1,Oregon,data/michigan-2009/questionnaire-pre.pdf,,
michigan-2009,knowledge_004,q17,,knowledge-4,Under which condition could a person remain eligible for the Family Independence Program after 48 months?,questionnaire,multiple choice,1: Live in a county with high unemployment | 2: Fired from a job while on the Family Self-Sufficiency Plan | 3: Non-citizen on the Refugee Assistance Program | 4: Have a small child in the ChildFirst program,1,Live in a county with high unemployment,data/michigan-2009/questionnaire-pre.pdf,,
michigan-2009,knowledge_005,q18,,knowledge-5,About what percentage of African American children in Michigan lived in poverty?,questionnaire,multiple choice,1: Under 20% | 2: About 30% | 3: About 40% | 4: Over 50%,3,About 40%,data/michigan-2009/questionnaire-pre.pdf,,
michigan-2009,knowledge_006,q4,,knowledge-6,Where was the Democratic Party on the 1–7 scale from lower taxes and services to higher taxes and services?,questionnaire,placement scale,1–7 placement scale; endpoints in question,5|6|7,"Positions 5, 6, 7",data/michigan-2009/questionnaire-pre.pdf,,
michigan-2009,knowledge_007,q5,,knowledge-7,Where was the Republican Party on the 1–7 scale from lower taxes and services to higher taxes and services?,questionnaire,placement scale,1–7 placement scale; endpoints in question,1|2|3,"Positions 1, 2, 3",data/michigan-2009/questionnaire-pre.pdf,,
michigan-2009,knowledge_008,q7,,knowledge-8,Where was the Democratic Party on the 1–7 scale from government action to reduce unemployment to letting the economy recover?,questionnaire,placement scale,1–7 placement scale; endpoints in question,1|2|3,"Positions 1, 2, 3",data/michigan-2009/questionnaire-pre.pdf,,
michigan-2009,knowledge_009,q8,,knowledge-9,Where was the Republican Party on the 1–7 scale from government action to reduce unemployment to letting the economy recover?,questionnaire,placement scale,1–7 placement scale; endpoints in question,5|6|7,"Positions 5, 6, 7",data/michigan-2009/questionnaire-pre.pdf,,
california-whats-next-2011,knowledge_001,q37,,knowledge-1,Which party held the majority in the California State Senate?,paraphrase of source label or questionnaire,multiple choice,1: Republican Party | 2: Democratic Party | 98: Don't Know/ Couldn't Say,2,Democratic Party,data/california-whats-next-2011/variables.csv,,
california-whats-next-2011,knowledge_002,q38,,knowledge-2,Which party held the majority in the California State Assembly?,paraphrase of source label or questionnaire,multiple choice,1: Republican Party | 2: Democratic Party | 98: Don't Know/ Couldn't Say,2,Democratic Party,data/california-whats-next-2011/variables.csv,,
california-whats-next-2011,knowledge_003,q39,,knowledge-3,What legislative majority was needed to approve the proposed state budget?,paraphrase of source label or questionnaire,multiple choice,1: Simple Majority of Both Houses | 2: Simple Majority Assembly & Two-Thirds Senate | 3: Two-Thirds of Both Houses | 4: Three-Fourths of Both Houses | 98: Don't Know/ Couldn't Say,3,Two-Thirds of Both Houses,data/california-whats-next-2011/variables.csv,,
california-whats-next-2011,knowledge_004,q40,,knowledge-4,What legislative majority was needed to raise taxes?,paraphrase of source label or questionnaire,multiple choice,1: Simple Majority of Both Houses | 2: Simple Majority Assembly & Two-Thirds Senate | 3: Two-Thirds of Both Houses | 4: Three-Fourths of Both Houses | 98: Don't Know/ Couldn't Say,3,Two-Thirds of Both Houses,data/california-whats-next-2011/variables.csv,,
california-whats-next-2011,knowledge_005,q41,,knowledge-5,Who could sign a ballot measure?,paraphrase of source label or questionnaire,multiple choice,1: Anyone 18+ | 2: Any Citizen 18+ | 3: Only Registered Voters | 4: Only Registered Voters Who Voted in Last Election | 98: Don't Know/ Couldn't Say,3,Only Registered Voters,data/california-whats-next-2011/variables.csv,,
bulgaria-crime-2002,knowledge_001,q12_1,item-1,knowledge-1,Could police detain a citizen for questioning at any hour without allowing refusal?,paraphrase of source label or questionnaire,true/false,True | False,2,False,data/bulgaria-crime-2002/variables.csv,,
bulgaria-crime-2002,knowledge_002,q12_2,item-2,knowledge-2,Could a court detain a suspect indefinitely while proving guilt?,paraphrase of source label or questionnaire,true/false,True | False,2,False,data/bulgaria-crime-2002/variables.csv,,
bulgaria-crime-2002,knowledge_003,q12_3,item-3,knowledge-3,Could prosecutors detain a suspect until a case was resolved?,paraphrase of source label or questionnaire,true/false,True | False,2,False,data/bulgaria-crime-2002/variables.csv,,
bulgaria-crime-2002,knowledge_004,q12_4,item-4,knowledge-4,Was the chief prosecutor accountable to parliament?,paraphrase of source label or questionnaire,true/false,True | False,2,False,data/bulgaria-crime-2002/variables.csv,,
bulgaria-crime-2002,knowledge_005,q12_5,item-5,knowledge-5,Were police forbidden to use violence against a detainee even if the person was guilty?,paraphrase of source label or questionnaire,true/false,True | False,1,True,data/bulgaria-crime-2002/variables.csv,,
bulgaria-crime-2002,knowledge_006,q12_6,item-6,knowledge-6,Could police detain a person for 72 hours?,paraphrase of source label or questionnaire,true/false,True | False,2,False,data/bulgaria-crime-2002/variables.csv,,
bulgaria-crime-2002,knowledge_007,q12_7,item-7,knowledge-7,Was a confession alone insufficient to establish guilt?,paraphrase of source label or questionnaire,true/false,True | False,1,True,data/bulgaria-crime-2002/variables.csv,,
america-in-one-room-2019,knowledge_001,PK1,,,Which political party holds the majority in the Senate?,verbatim codebook,multiple choice,1: Democratic | 2: Republican | 3: Independent,2,Republican,data/america-in-one-room-2019/codebooks/a1r_codebook.tab,,
america-in-one-room-2019,knowledge_002,PK2,,,Which political party holds the majority in the House?,verbatim codebook,multiple choice,1: Democratic | 2: Republican | 3: Independent,1,Democratic,data/america-in-one-room-2019/codebooks/a1r_codebook.tab,,
america-in-one-room-2019,knowledge_003,PK3,,,About how many undocumented immigrants are in the US?,verbatim codebook,multiple choice,1: 10 million | 2: 20 million | 3: 30 million | 4: 40 million,1,10 million,data/america-in-one-room-2019/codebooks/a1r_codebook.tab,,
america-in-one-room-2019,knowledge_004,PK4,,,Which of the following countries is NOT part of the Paris Agreement on the environment?,verbatim codebook,multiple choice,1: Russia | 2: Turkey | 3: Iran | 4: All of the above,4,All of the above,data/america-in-one-room-2019/codebooks/a1r_codebook.tab,,
america-in-one-room-2019,knowledge_005,PK5,,,The Affordable Care Act allows which of the following?,verbatim codebook,multiple choice,1: Stay on your parents’ healthcare plan until age 26 | 2: Eliminated annual and lifetime limits on insurance coverage | 3: Cannot charge women higher rates than men | 4: All of the above,4,All of the above,data/america-in-one-room-2019/codebooks/a1r_codebook.tab,,
america-in-one-room-2019,knowledge_006,PK6,,,What percentage is the highest tax rate for capital gains taxes?,verbatim codebook,multiple choice,1: Under 10% | 2: Around 20% | 3: Around 30% | 4: More than 40%,2,Around 20%,data/america-in-one-room-2019/codebooks/a1r_codebook.tab,,
america-in-one-room-2019,knowledge_007,PK7,,,Which of the following organizations dealing with trade has the most countries?,verbatim codebook,multiple choice,1: North American Free Trade Agreement (NAFTA) | 2: World Trade Organization (WTO) | 3: United States-Mexico-Canada Agreement (USMCA) | 4: Trans-Pacific Partnership (TPP),2,World Trade Organization (WTO),data/america-in-one-room-2019/codebooks/a1r_codebook.tab,,
a1r-climate-2021,knowledge_001,Q17,,,Which political party controls the majority in the Senate?,paraphrase of event report,multiple choice,,1,Answer text not recovered,data/a1r-climate-2021/reports/a1r-climate-knowledge.pdf,Offered choice labels were not in the retained report; the keyed code is checked against reported item results.,
a1r-climate-2021,knowledge_002,Q18,,,Which political party controls the majority in the House?,paraphrase of event report,multiple choice,,1,Answer text not recovered,data/a1r-climate-2021/reports/a1r-climate-knowledge.pdf,Offered choice labels were not in the retained report; the keyed code is checked against reported item results.,
a1r-climate-2021,knowledge_003,Q19,,,Which of the following best describes Net Zero?,paraphrase of event report,multiple choice,,3,Answer text not recovered,data/a1r-climate-2021/reports/a1r-climate-knowledge.pdf,Offered choice labels were not in the retained report; the keyed code is checked against reported item results.,
a1r-climate-2021,knowledge_004,Q20,,,What is the name of a method by which government can encourage emitters to reduce greenhouse gases?,paraphrase of event report,multiple choice,,1,Answer text not recovered,data/a1r-climate-2021/reports/a1r-climate-knowledge.pdf,Offered choice labels were not in the retained report; the keyed code is checked against reported item results.,
a1r-climate-2021,knowledge_005,Q21,,,Which of the following emit greenhouse gas emissions?,paraphrase of event report,multiple choice,,5,Answer text not recovered,data/a1r-climate-2021/reports/a1r-climate-knowledge.pdf,Offered choice labels were not in the retained report; the keyed code is checked against reported item results.,
a1r-climate-2021,knowledge_006,Q22,,,Which country emits the most greenhouse gas emissions?,paraphrase of event report,multiple choice,,1,Answer text not recovered,data/a1r-climate-2021/reports/a1r-climate-knowledge.pdf,Offered choice labels were not in the retained report; the keyed code is checked against reported item results.,
a1r-climate-2021,knowledge_007,Q23,,,The term fossil fuels refers to which of the following energy sources?,paraphrase of event report,multiple choice,,1,Answer text not recovered,data/a1r-climate-2021/reports/a1r-climate-knowledge.pdf,Offered choice labels were not in the retained report; the keyed code is checked against reported item results.,
a1r-climate-2021,knowledge_008,Q24,,,Which international agreement is about climate change?,paraphrase of event report,multiple choice,,1,Answer text not recovered,data/a1r-climate-2021/reports/a1r-climate-knowledge.pdf,Offered choice labels were not in the retained report; the keyed code is checked against reported item results.,
amr-2024,knowledge_001,knowledge_1,,,What does antibiotic resistance mean?,paraphrase of event report,multiple choice,,4,Answer text not recovered,data/amr-2024/reports/amr-final-report.pdf,Offered choice labels were not in the retained report; the key follows the study expert panel.,
amr-2024,knowledge_002,knowledge_2,,,When was the latest discovery of a new antibiotic class that has reached the market?,paraphrase of event report,multiple choice,,4,Answer text not recovered,data/amr-2024/reports/amr-final-report.pdf,Offered choice labels were not in the retained report; the key follows the study expert panel.,
amr-2024,knowledge_003,knowledge_3,,,Which of the following statements are true about antibiotics?,paraphrase of event report,multiple choice,,5,Answer text not recovered,data/amr-2024/reports/amr-final-report.pdf,Offered choice labels were not in the retained report; the key follows the study expert panel.,
amr-2024,knowledge_004,knowledge_4,,,Which of the following is a way to prevent infection in order to reduce antibiotic resistance?,paraphrase of event report,multiple choice,,5,Answer text not recovered,data/amr-2024/reports/amr-final-report.pdf,Offered choice labels were not in the retained report; the key follows the study expert panel.,
amr-2024,knowledge_005,knowledge_5,,,What does the term superbug mean?,paraphrase of event report,multiple choice,,4,Answer text not recovered,data/amr-2024/reports/amr-final-report.pdf,Offered choice labels were not in the retained report; the key follows the study expert panel.,
amr-2024,knowledge_006,knowledge_6,,,Which of the following statements is a fact about antibiotic resistance?,paraphrase of event report,multiple choice,,5,Answer text not recovered,data/amr-2024/reports/amr-final-report.pdf,Offered choice labels were not in the retained report; the key follows the study expert panel.,
