poll_id,field,value,reference_id,source_locator,status,notes
porto-alegre-2009,event_dates,2009-06-05 through 2009-06-07,materials-material-a09a60580bd36c91-shared,"PDF p. 2, opening paragraph; p. 5, civil service career reform",reported,"Materials-only catalog entry. Title and opening paragraph identify statewide DP in Porto Alegre, June5–7,2009; unique empirical report and supporting tables. Requires materials-only poll catalog entry."
porto-alegre-2009,location,"Porto Alegre, Rio Grande do Sul, Brazil",materials-material-a09a60580bd36c91-shared,"PDF p. 2, opening paragraph; p. 5, civil service career reform",reported,"Materials-only catalog entry. Title and opening paragraph identify statewide DP in Porto Alegre, June5–7,2009; unique empirical report and supporting tables. Requires materials-only poll catalog entry."
porto-alegre-2009,topics,Civil service career reform,materials-material-a09a60580bd36c91-shared,Document title and body,reported,"Materials-only catalog entry. Title and opening paragraph identify statewide DP in Porto Alegre, June5–7,2009; unique empirical report and supporting tables. Requires materials-only poll catalog entry."
entergy-1998,event_dates,1998-05-01 through 1998-05-02,materials-entergy-1998-nrel,"PDF p. 7 / printed p. 3, footnote 2",reported,"Materials-only catalog entry. Cover: Southeast Texas Town Meeting, May 1–2, 1998, Lamar University. NREL report PDF page 7 confirms Entergy Texas’s event in Beaumont."
entergy-1998,location,"Beaumont, Texas",materials-entergy-1998-nrel,"PDF p. 7 / printed p. 3, footnote 2",reported,"Materials-only catalog entry. Cover: Southeast Texas Town Meeting, May 1–2, 1998, Lamar University. NREL report PDF page 7 confirms Entergy Texas’s event in Beaumont."
entergy-1998,topics,Electricity resource planning,materials-material-d82461045afd8e7f-shared,Document title and body,reported,"Materials-only catalog entry. Cover: Southeast Texas Town Meeting, May 1–2, 1998, Lamar University. NREL report PDF page 7 confirms Entergy Texas’s event in Beaumont."
texas-utilities-1998,event_dates,1998-10-16 through 1998-10-17,materials-texas-utilities-1998-nrel,"PDF p. 7 / printed p. 3, footnote 2",reported,"Materials-only catalog entry. First page identifies the TU Electric Customer Meeting on Electricity Issues. NREL report PDF page 7 dates Partners in Choice for Texas to October 16–17, 1998, in Dallas."
texas-utilities-1998,location,"Dallas, Texas",materials-texas-utilities-1998-nrel,"PDF p. 7 / printed p. 3, footnote 2",reported,"Materials-only catalog entry. First page identifies the TU Electric Customer Meeting on Electricity Issues. NREL report PDF page 7 dates Partners in Choice for Texas to October 16–17, 1998, in Dallas."
texas-utilities-1998,topics,Electricity resource planning,materials-material-bacb7c20f9ccfb91-shared,Document title and body,reported,"Materials-only catalog entry. First page identifies the TU Electric Customer Meeting on Electricity Issues. NREL report PDF page 7 dates Partners in Choice for Texas to October 16–17, 1998, in Dallas."
southwestern-public-service-1998,event_dates,1998-10-02 through 1998-10-03,materials-southwestern-public-service-1998-nrel,"PDF p. 7 / printed p. 3, footnote 2",reported,"Materials-only catalog entry. Cover and introduction identify the Southwestern Public Service Town Meeting. NREL report PDF page 7 dates it to October 2–3, 1998, in Amarillo. This is distinct from SWEPCO in 1996."
southwestern-public-service-1998,location,"Amarillo, Texas",materials-southwestern-public-service-1998-nrel,"PDF p. 7 / printed p. 3, footnote 2",reported,"Materials-only catalog entry. Cover and introduction identify the Southwestern Public Service Town Meeting. NREL report PDF page 7 dates it to October 2–3, 1998, in Amarillo. This is distinct from SWEPCO in 1996."
southwestern-public-service-1998,topics,Electricity resource planning,materials-material-9060692fc621ea43-shared,Document title and body,reported,"Materials-only catalog entry. Cover and introduction identify the Southwestern Public Service Town Meeting. NREL report PDF page 7 dates it to October 2–3, 1998, in Amarillo. This is distinct from SWEPCO in 1996."
el-paso-electric-1997,event_dates,1997-08-15 through 1997-08-16,materials-el-paso-electric-1997-nrel,"PDF p. 7 / printed p. 3, footnote 2",reported,"Materials-only catalog entry. English first page identifies the Southwest Town Meeting for El Paso Electric. NREL report PDF page 7 dates it to August 15–16, 1997, in El Paso."
el-paso-electric-1997,location,"El Paso, Texas",materials-el-paso-electric-1997-nrel,"PDF p. 7 / printed p. 3, footnote 2",reported,"Materials-only catalog entry. English first page identifies the Southwest Town Meeting for El Paso Electric. NREL report PDF page 7 dates it to August 15–16, 1997, in El Paso."
el-paso-electric-1997,topics,Electricity resource planning,materials-material-93dc3e4377a5fd06-shared,Document title and body,reported,"Materials-only catalog entry. English first page identifies the Southwest Town Meeting for El Paso Electric. NREL report PDF page 7 dates it to August 15–16, 1997, in El Paso."
new-haven-education-2005,event_dates,2005,materials-material-26c37553013fcf4b-shared,"Cover identifies the Greater New Haven Citizens’ Forum on Education on October 22, 2005, at Gateway Community College Library. This is distinct from the registered airport and tax-sharing poll.",reported,"Materials-only catalog entry. Cover identifies the Greater New Haven Citizens’ Forum on Education on October 22, 2005, at Gateway Community College Library. This is distinct from the registered airport and tax-sharing poll."
new-haven-education-2005,location,"New Haven, Connecticut",materials-material-26c37553013fcf4b-shared,"Cover identifies the Greater New Haven Citizens’ Forum on Education on October 22, 2005, at Gateway Community College Library. This is distinct from the registered airport and tax-sharing poll.",reported,"Materials-only catalog entry. Cover identifies the Greater New Haven Citizens’ Forum on Education on October 22, 2005, at Gateway Community College Library. This is distinct from the registered airport and tax-sharing poll."
new-haven-education-2005,topics,Academic achievement gap,materials-material-26c37553013fcf4b-shared,Document title and body,reported,"Materials-only catalog entry. Cover identifies the Greater New Haven Citizens’ Forum on Education on October 22, 2005, at Gateway Community College Library. This is distinct from the registered airport and tax-sharing poll."
dearborn-healthcare-2005,event_dates,2005,materials-material-9553b278234d2f08-shared,"First page identifies a Healthcare Summit at Henry Ford Community College in Dearborn, Michigan, on October 29, 2005. This is distinct from the registered 2009 economy and budget poll.",reported,"Materials-only catalog entry. First page identifies a Healthcare Summit at Henry Ford Community College in Dearborn, Michigan, on October 29, 2005. This is distinct from the registered 2009 economy and budget poll."
dearborn-healthcare-2005,location,"Dearborn, Michigan",materials-material-9553b278234d2f08-shared,"First page identifies a Healthcare Summit at Henry Ford Community College in Dearborn, Michigan, on October 29, 2005. This is distinct from the registered 2009 economy and budget poll.",reported,"Materials-only catalog entry. First page identifies a Healthcare Summit at Henry Ford Community College in Dearborn, Michigan, on October 29, 2005. This is distinct from the registered 2009 economy and budget poll."
dearborn-healthcare-2005,topics,Local healthcare,materials-material-9553b278234d2f08-shared,Document title and body,reported,"Materials-only catalog entry. First page identifies a Healthcare Summit at Henry Ford Community College in Dearborn, Michigan, on October 29, 2005. This is distinct from the registered 2009 economy and budget poll."
nebraska-education-2005,event_dates,2005,materials-material-cdf176b42f91f794-shared,"PDF page 2 identifies the October 2005 By the People Citizen Deliberation in Kearney, Nebraska. The guide was initially designed for that event but explicitly offered for subsequent statewide discussions.",reported,"Materials-only catalog entry. PDF page 2 identifies the October 2005 By the People Citizen Deliberation in Kearney, Nebraska. The guide was initially designed for that event but explicitly offered for subsequent statewide discussions."
nebraska-education-2005,location,"Kearney, Nebraska",materials-material-cdf176b42f91f794-shared,"PDF page 2 identifies the October 2005 By the People Citizen Deliberation in Kearney, Nebraska. The guide was initially designed for that event but explicitly offered for subsequent statewide discussions.",reported,"Materials-only catalog entry. PDF page 2 identifies the October 2005 By the People Citizen Deliberation in Kearney, Nebraska. The guide was initially designed for that event but explicitly offered for subsequent statewide discussions."
nebraska-education-2005,topics,Nebraska education policy,materials-material-cdf176b42f91f794-shared,Document title and body,reported,"Materials-only catalog entry. PDF page 2 identifies the October 2005 By the People Citizen Deliberation in Kearney, Nebraska. The guide was initially designed for that event but explicitly offered for subsequent statewide discussions."
rochester-education-2005,event_dates,2005,materials-material-ca9d9d5b219646bc-shared,First page identifies Deliberation Week 2005 and a Rochester draft on equal educational opportunities. No successor was found; draft status alone does not establish supersession.,reported,Materials-only catalog entry. First page identifies Deliberation Week 2005 and a Rochester draft on equal educational opportunities. No successor was found; draft status alone does not establish supersession.
rochester-education-2005,location,"Rochester, New York",materials-material-ca9d9d5b219646bc-shared,First page identifies Deliberation Week 2005 and a Rochester draft on equal educational opportunities. No successor was found; draft status alone does not establish supersession.,reported,Materials-only catalog entry. First page identifies Deliberation Week 2005 and a Rochester draft on equal educational opportunities. No successor was found; draft status alone does not establish supersession.
rochester-education-2005,topics,Equal educational opportunities,materials-material-ca9d9d5b219646bc-shared,Document title and body,reported,Materials-only catalog entry. First page identifies Deliberation Week 2005 and a Rochester draft on equal educational opportunities. No successor was found; draft status alone does not establish supersession.
bowling-green-healthcare-2005,event_dates,2005,materials-material-30da158bd828347f-shared,"First page identifies By the People Deliberation Week 2005, WBGU-PBS and Bowling Green State University, and five citizen summits across the station’s 19-county area. This is a local event series, not the national online sample.",reported,"Materials-only catalog entry. First page identifies By the People Deliberation Week 2005, WBGU-PBS and Bowling Green State University, and five citizen summits across the station’s 19-county area. This is a local event series, not the national online sample."
bowling-green-healthcare-2005,location,Northwest Ohio,materials-material-30da158bd828347f-shared,"First page identifies By the People Deliberation Week 2005, WBGU-PBS and Bowling Green State University, and five citizen summits across the station’s 19-county area. This is a local event series, not the national online sample.",reported,"Materials-only catalog entry. First page identifies By the People Deliberation Week 2005, WBGU-PBS and Bowling Green State University, and five citizen summits across the station’s 19-county area. This is a local event series, not the national online sample."
bowling-green-healthcare-2005,topics,Local healthcare,materials-material-30da158bd828347f-shared,Document title and body,reported,"Materials-only catalog entry. First page identifies By the People Deliberation Week 2005, WBGU-PBS and Bowling Green State University, and five citizen summits across the station’s 19-county area. This is a local event series, not the national online sample."
kansas-city-healthcare-2005,event_dates,2005,materials-material-9483e666b465b135-shared,First-page footer identifies By the People 2005. The guide addresses healthcare cost and access through a local adaptation of Public Agenda material for Kansas City and Missouri.,reported,Materials-only catalog entry. First-page footer identifies By the People 2005. The guide addresses healthcare cost and access through a local adaptation of Public Agenda material for Kansas City and Missouri.
kansas-city-healthcare-2005,location,"Kansas City, Missouri",materials-material-9483e666b465b135-shared,First-page footer identifies By the People 2005. The guide addresses healthcare cost and access through a local adaptation of Public Agenda material for Kansas City and Missouri.,reported,Materials-only catalog entry. First-page footer identifies By the People 2005. The guide addresses healthcare cost and access through a local adaptation of Public Agenda material for Kansas City and Missouri.
kansas-city-healthcare-2005,topics,Health care cost and access,materials-material-9483e666b465b135-shared,Document title and body,reported,Materials-only catalog entry. First-page footer identifies By the People 2005. The guide addresses healthcare cost and access through a local adaptation of Public Agenda material for Kansas City and Missouri.
albuquerque-education-2005,event_dates,2005-10-29,materials-albuquerque-education-2005-organizer,"Albuquerque, NM section",reported,"Materials-only catalog entry. Local guide content matches the location and subject of the PBS organizer account. KNME and Youth Development, Inc.; Wool Warehouse; event date 2005-10-29."
albuquerque-education-2005,location,"Albuquerque, New Mexico",materials-albuquerque-education-2005-organizer,"Albuquerque, NM section",reported,"Materials-only catalog entry. Local guide content matches the location and subject of the PBS organizer account. KNME and Youth Development, Inc.; Wool Warehouse; event date 2005-10-29."
albuquerque-education-2005,topics,Educational achievement gaps,materials-material-9de7399390ce2e46-shared,Document title and body,reported,"Materials-only catalog entry. Local guide content matches the location and subject of the PBS organizer account. KNME and Youth Development, Inc.; Wool Warehouse; event date 2005-10-29."
baton-rouge-hammond-healthcare-2005,event_dates,2005-10-29,materials-baton-rouge-hammond-healthcare-2005-organizer,"Baton Rouge and Hammond, LA section",reported,Materials-only catalog entry. Local guide content matches the location and subject of the PBS organizer account. Louisiana Public Broadcasting; event date 2005-10-29.
baton-rouge-hammond-healthcare-2005,location,"Baton Rouge and Hammond, Louisiana",materials-baton-rouge-hammond-healthcare-2005-organizer,"Baton Rouge and Hammond, LA section",reported,Materials-only catalog entry. Local guide content matches the location and subject of the PBS organizer account. Louisiana Public Broadcasting; event date 2005-10-29.
baton-rouge-hammond-healthcare-2005,topics,"HIV/AIDS, long-term healthcare, and health insurance",materials-material-fc75f5c3fd5aa134-shared,Document title and body,reported,Materials-only catalog entry. Local guide content matches the location and subject of the PBS organizer account. Louisiana Public Broadcasting; event date 2005-10-29.
charlottesville-healthcare-2005,event_dates,2005-10-29,materials-charlottesville-healthcare-2005-organizer,"Charlottesville, VA section",reported,Materials-only catalog entry. Local guide content matches the location and subject of the PBS organizer account. WHTJ; Piedmont Virginia Community College; event date 2005-10-29.
charlottesville-healthcare-2005,location,"Charlottesville, Virginia",materials-charlottesville-healthcare-2005-organizer,"Charlottesville, VA section",reported,Materials-only catalog entry. Local guide content matches the location and subject of the PBS organizer account. WHTJ; Piedmont Virginia Community College; event date 2005-10-29.
charlottesville-healthcare-2005,topics,Healthcare for rural central Virginia,materials-material-34bd58ec4072e76d-shared,Document title and body,reported,Materials-only catalog entry. Local guide content matches the location and subject of the PBS organizer account. WHTJ; Piedmont Virginia Community College; event date 2005-10-29.
muncie-healthcare-2005,event_dates,2005-10-29,materials-muncie-healthcare-2005-organizer,"Muncie, IN section",reported,Materials-only catalog entry. Local guide content matches the location and subject of the PBS organizer account. WIPB; Minnetrista Cultural Center; event date 2005-10-29. The existing national 2005 results report also identifies Muncie as a local site and describes a newly invited random sample.
muncie-healthcare-2005,location,"Muncie, Indiana",materials-muncie-healthcare-2005-organizer,"Muncie, IN section",reported,Materials-only catalog entry. Local guide content matches the location and subject of the PBS organizer account. WIPB; Minnetrista Cultural Center; event date 2005-10-29. The existing national 2005 results report also identifies Muncie as a local site and describes a newly invited random sample.
muncie-healthcare-2005,topics,Individual wellness and healthcare,materials-material-7ce62d2da75168c5-shared,Document title and body,reported,Materials-only catalog entry. Local guide content matches the location and subject of the PBS organizer account. WIPB; Minnetrista Cultural Center; event date 2005-10-29. The existing national 2005 results report also identifies Muncie as a local site and describes a newly invited random sample.
south-florida-healthcare-2006,event_dates,2006-01-21,materials-south-florida-healthcare-2006-organizer,"Miami, FL section",reported,Materials-only catalog entry. Local guide content matches the location and subject of the PBS organizer account. WPBT; Nova Southeastern University; event date 2006-01-21. PBS reports postponement from October 2005 because of Hurricane Wilma. The guide’s 2005 copyright is not the event date.
south-florida-healthcare-2006,location,"Fort Lauderdale, Florida",materials-south-florida-healthcare-2006-organizer,"Miami, FL section",reported,Materials-only catalog entry. Local guide content matches the location and subject of the PBS organizer account. WPBT; Nova Southeastern University; event date 2006-01-21. PBS reports postponement from October 2005 because of Hurricane Wilma. The guide’s 2005 copyright is not the event date.
south-florida-healthcare-2006,topics,Healthcare access and costs,materials-material-14da714460db9e83-shared,Document title and body,reported,Materials-only catalog entry. Local guide content matches the location and subject of the PBS organizer account. WPBT; Nova Southeastern University; event date 2006-01-21. PBS reports postponement from October 2005 because of Hurricane Wilma. The guide’s 2005 copyright is not the event date.
