poll_id,legacy_field,historical_rows,historical_observed,canonical_definition,status,evidence,blocker
zeguo-2005,knowgainr,233,233,knowgain,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,knowgainr2,233,233,knowgain2,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,educ3,233,205,educ3,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t1att1,233,233,chi.t1att1,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t1att2,233,232,chi.t1att2,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t1att3,233,233,chi.t1att3,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t1att4,233,233,chi.t1att4,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t1att5,233,233,chi.t1att5,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t1att6,233,233,chi.t1att6,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t1att7,233,233,chi.t1att7,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t1att8,233,233,chi.t1att8,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t1att9,233,233,chi.t1att9,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t2att1,233,233,chi.t2att1,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t2att2,233,233,chi.t2att2,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t2att3,233,233,chi.t2att3,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t2att4,233,233,chi.t2att4,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t2att5,233,233,chi.t2att5,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t2att6,233,233,chi.t2att6,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t2att7,233,233,chi.t2att7,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t2att8,233,233,chi.t2att8,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,chi.t2att9,233,233,chi.t2att9,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,bettered,233,205,bettered,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
bulgaria-crime-2002,readbrief,278,0,readbrief,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,t1know,278,278,t1know,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,t1knowr,278,278,t1know,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,t1knowcor,278,278,t1knowcor,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,t2know,278,278,t2know,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,ppage,278,278,ppage,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,educ4,278,277,educ4,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,minority,278,278,minority,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,hhincome,278,273,hhincome,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,female,278,278,female,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,attextreme,278,278,attextreme,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,highinc,278,273,highinc,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,t1polint,278,0,t1polint,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,t1knowcor2,278,0,t1knowcor2,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,t12know,278,0,t12know,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,t12knowcor,278,0,t12knowcor,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,attextreme2,278,0,attextreme2,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,t1knowrcor,278,278,t1knowcor,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,t2knowr,278,278,t2know,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,knowgain,278,278,knowgain,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,knowgain2,278,278,knowgain2,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,logpk,278,278,logpk,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,tobitpk,278,278,tobitpk,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,knowgainr,278,278,knowgain,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,knowgainr2,278,278,knowgain2,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,educ3,278,277,educ3,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t1tghpc,278,277,bulgaria.bulgaria.t1tghpc,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t1clibe,278,278,bulgaria.bulgaria.t1clibe,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t1q8_7,278,260,bulgaria.bulgaria.t1q8_7,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t1q8_1,278,272,bulgaria.bulgaria.t1q8_1,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t1q8_8,278,243,bulgaria.bulgaria.t1q8_8,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t1q8_11,278,258,bulgaria.bulgaria.t1q8_11,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t1q10_3,278,271,bulgaria.bulgaria.t1q10_3,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t1q16,278,261,bulgaria.bulgaria.t1q16,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t1q21,278,224,bulgaria.bulgaria.t1q21,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t1q22,278,208,bulgaria.bulgaria.t1q22,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t1q23,278,187,bulgaria.bulgaria.t1q23,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t1q19,278,243,bulgaria.bulgaria.t1q19,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t2tghpc,278,272,bulgaria.bulgaria.t2tghpc,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t2clibe,278,275,bulgaria.bulgaria.t2clibe,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t2q8_7,278,242,bulgaria.bulgaria.t2q8_7,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t2q8_1,278,267,bulgaria.bulgaria.t2q8_1,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t2q8_8,278,243,bulgaria.bulgaria.t2q8_8,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t2q8_11,278,243,bulgaria.bulgaria.t2q8_11,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t2q10_3,278,257,bulgaria.bulgaria.t2q10_3,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t2q16,278,256,bulgaria.bulgaria.t2q16,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t2q21,278,241,bulgaria.bulgaria.t2q21,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t2q22,278,249,bulgaria.bulgaria.t2q22,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t2q23,278,233,bulgaria.bulgaria.t2q23,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bulgaria.bulgaria.t2q19,278,255,bulgaria.bulgaria.t2q19,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
bulgaria-crime-2002,bettered,278,277,bettered,not-yet-reconstructed,vault/cdd/scripts/bulgaria.r,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,readbrief,348,0,readbrief,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,t1know,348,348,t1know,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,t1knowr,348,348,t1know,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,t1knowcor,348,0,t1knowcor,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,t2know,348,348,t2know,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,ppage,348,348,ppage,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,educ4,348,335,educ4,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,minority,348,348,minority,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,hhincome,348,0,hhincome,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,female,348,348,female,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,attextreme,348,347,attextreme,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,highinc,348,0,highinc,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,t1polint,348,0,t1polint,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,t1knowcor2,348,0,t1knowcor2,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,t12know,348,0,t12know,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,t12knowcor,348,0,t12knowcor,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,attextreme2,348,0,attextreme2,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,t1knowrcor,348,0,t1knowcor,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,t2knowr,348,348,t2know,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,knowgain,348,348,knowgain,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,knowgain2,348,0,knowgain2,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,logpk,348,0,logpk,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,tobitpk,348,0,tobitpk,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,knowgainr,348,348,knowgain,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,knowgainr2,348,0,knowgain2,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,educ3,348,335,educ3,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,eu2009.cc1,348,338,eu2009.cc1,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,eu2009.cc2,348,343,eu2009.cc2,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,eu2009.imm1,348,344,eu2009.imm1,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,eu2009.imm2,348,339,eu2009.imm2,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
europolis-2009,bettered,348,335,bettered,not-yet-reconstructed,vault/cdd/scripts/eu_2009.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
new-haven-2004,readbrief,132,0,readbrief,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,t1know,132,132,t1know,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,t1knowr,132,132,t1know,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,t1knowcor,132,132,t1knowcor,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,t2know,132,132,t2know,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,ppage,132,129,ppage,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,educ4,132,132,educ4,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,minority,132,132,minority,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,hhincome,132,107,hhincome,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,female,132,132,female,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,attextreme,132,132,attextreme,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,highinc,132,107,highinc,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,t1polint,132,0,t1polint,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,t1knowcor2,132,132,t1knowcor2,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,t12know,132,132,t12know,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,t12knowcor,132,132,t12knowcor,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,attextreme2,132,132,attextreme2,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,t1knowrcor,132,132,t1knowcor,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,t2knowr,132,132,t2know,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,knowgain,132,132,knowgain,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,knowgain2,132,132,knowgain2,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,logpk,132,132,logpk,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,tobitpk,132,132,tobitpk,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,knowgainr,132,132,knowgain,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,knowgainr2,132,132,knowgain2,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,educ3,132,132,educ3,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,nh.t1endexp,132,132,nh.t1endexp,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,nh.t1manvol,132,132,nh.t1manvol,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,nh.t1volloc,132,132,nh.t1volloc,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,nh.t2endexp,132,132,nh.t2endexp,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,nh.t2manvol,132,132,nh.t2manvol,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,nh.t2volloc,132,132,nh.t2volloc,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
new-haven-2004,bettered,132,132,bettered,source-unresolved,vault/cdd/scripts/new_haven.R,new_haven.R loads three competing inputs successively; establish the final orig/nh_data_06_23_07.dta version and multiwave IDs
nic2-2003,readbrief,340,335,readbrief,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,t1know,340,340,t1know,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,t1knowr,340,340,t1know,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,t1knowcor,340,340,t1knowcor,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,t2know,340,340,t2know,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,ppage,340,338,ppage,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,educ4,340,340,educ4,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,minority,340,335,minority,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,hhincome,340,316,hhincome,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,female,340,340,female,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,attextreme,340,340,attextreme,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
