poll_id,material_type,status,notes,checked_references
amr-2024,questionnaires,external-only,Published paper data-availability statement identifies these extended-data materials in Stanford Digital Repository; individual files not yet independently inspected.,amr-2024-local-material-002584fea6952e09-amr-2024;amr-2024-amr-v2-paper;amr-2024-amr-repository
amr-2024,briefing-materials,external-only,No event-specific briefing file located in inspected local poll manifests or official project/research links; not evidence that no briefing existed.,amr-2024-local-material-002584fea6952e09-amr-2024;amr-2024-amr-v2-paper;amr-2024-amr-repository
amr-2024,event-reports,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",amr-2024-local-material-002584fea6952e09-amr-2024
amr-2024,papers,external-only,"Version 2 paper inspected through PMC HTML; direct publisher/EuropePMC PDF fetch did not yield PDF bytes, so no local file claimed.",amr-2024-amr-v2-paper
amr-2024,codebooks,external-only,Published paper data-availability statement identifies these extended-data materials in Stanford Digital Repository; individual files not yet independently inspected.,amr-2024-local-material-002584fea6952e09-amr-2024;amr-2024-amr-v2-paper;amr-2024-amr-repository
bulgaria-crime-2002,questionnaires,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",bulgaria-crime-2002-local-cdd-bulgaria-crime-2002-questionnaire;bulgaria-crime-2002-local-material-bfc4c51bee16ef67-bulgaria-crime-2002
bulgaria-crime-2002,briefing-materials,not-found,No event-specific briefing file located in inspected local poll manifests or official project/research links; not evidence that no briefing existed.,bulgaria-crime-2002-stanford-event;bulgaria-crime-2002-local-cdd-bulgaria-crime-2002-survey-variables;bulgaria-crime-2002-local-cdd-bulgaria-crime-2002-survey-value-labels;bulgaria-crime-2002-local-cdd-bulgaria-crime-2002-questionnaire;bulgaria-crime-2002-local-material-7731a4ce1a2d98a7-bulgaria-crime-2002;bulgaria-crime-2002-local-material-bfc4c51bee16ef67-bulgaria-crime-2002;bulgaria-crime-2002-local-material-025f70acbb91c4dd-bulgaria-crime-2002;bulgaria-crime-2002-distortions-paper
bulgaria-crime-2002,event-reports,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",bulgaria-crime-2002-stanford-event;bulgaria-crime-2002-local-material-025f70acbb91c4dd-bulgaria-crime-2002
bulgaria-crime-2002,papers,external-only,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",bulgaria-crime-2002-distortions-paper
bulgaria-crime-2002,codebooks,partial,Generated variable/value-label dictionaries available where listed; a complete fielded codebook and all missing-value/routing instructions are not thereby established.,bulgaria-crime-2002-local-cdd-bulgaria-crime-2002-survey-variables;bulgaria-crime-2002-local-cdd-bulgaria-crime-2002-survey-value-labels
porto-alegre-2009,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-a09a60580bd36c91-shared
porto-alegre-2009,briefing-materials,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-a09a60580bd36c91-shared
porto-alegre-2009,event-reports,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-a09a60580bd36c91-shared
porto-alegre-2009,papers,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-a09a60580bd36c91-shared
porto-alegre-2009,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-a09a60580bd36c91-shared
entergy-1998,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-entergy-1998-nrel
entergy-1998,briefing-materials,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-d82461045afd8e7f-shared
entergy-1998,event-reports,available,Retained local material identified; completeness of fielded versions has not been established.,materials-entergy-1998-nrel
entergy-1998,papers,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-entergy-1998-nrel
entergy-1998,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-entergy-1998-nrel
texas-utilities-1998,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-texas-utilities-1998-nrel
texas-utilities-1998,briefing-materials,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-bacb7c20f9ccfb91-shared
texas-utilities-1998,event-reports,available,Retained local material identified; completeness of fielded versions has not been established.,materials-texas-utilities-1998-nrel
texas-utilities-1998,papers,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-texas-utilities-1998-nrel
texas-utilities-1998,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-texas-utilities-1998-nrel
southwestern-public-service-1998,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-southwestern-public-service-1998-nrel
southwestern-public-service-1998,briefing-materials,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-9060692fc621ea43-shared
southwestern-public-service-1998,event-reports,available,Retained local material identified; completeness of fielded versions has not been established.,materials-southwestern-public-service-1998-nrel
southwestern-public-service-1998,papers,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-southwestern-public-service-1998-nrel
southwestern-public-service-1998,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-southwestern-public-service-1998-nrel
el-paso-electric-1997,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-el-paso-electric-1997-nrel
el-paso-electric-1997,briefing-materials,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-93dc3e4377a5fd06-shared;materials-material-0d384d9e763891f5-shared
el-paso-electric-1997,event-reports,available,Retained local material identified; completeness of fielded versions has not been established.,materials-el-paso-electric-1997-nrel
el-paso-electric-1997,papers,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-el-paso-electric-1997-nrel
el-paso-electric-1997,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-el-paso-electric-1997-nrel
new-haven-education-2005,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-26c37553013fcf4b-shared
new-haven-education-2005,briefing-materials,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-26c37553013fcf4b-shared
new-haven-education-2005,event-reports,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-26c37553013fcf4b-shared
new-haven-education-2005,papers,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-26c37553013fcf4b-shared
new-haven-education-2005,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-26c37553013fcf4b-shared
dearborn-healthcare-2005,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-9553b278234d2f08-shared
dearborn-healthcare-2005,briefing-materials,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-9553b278234d2f08-shared
dearborn-healthcare-2005,event-reports,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-9553b278234d2f08-shared
dearborn-healthcare-2005,papers,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-9553b278234d2f08-shared
dearborn-healthcare-2005,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-9553b278234d2f08-shared
nebraska-education-2005,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-cdf176b42f91f794-shared
nebraska-education-2005,briefing-materials,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-cdf176b42f91f794-shared
nebraska-education-2005,event-reports,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-cdf176b42f91f794-shared
nebraska-education-2005,papers,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-cdf176b42f91f794-shared
nebraska-education-2005,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-cdf176b42f91f794-shared
rochester-education-2005,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-ca9d9d5b219646bc-shared
rochester-education-2005,briefing-materials,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-ca9d9d5b219646bc-shared
rochester-education-2005,event-reports,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-ca9d9d5b219646bc-shared
rochester-education-2005,papers,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-ca9d9d5b219646bc-shared
rochester-education-2005,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-ca9d9d5b219646bc-shared
bowling-green-healthcare-2005,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-30da158bd828347f-shared
bowling-green-healthcare-2005,briefing-materials,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-30da158bd828347f-shared
bowling-green-healthcare-2005,event-reports,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-30da158bd828347f-shared
bowling-green-healthcare-2005,papers,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-30da158bd828347f-shared
bowling-green-healthcare-2005,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-30da158bd828347f-shared
kansas-city-healthcare-2005,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-9483e666b465b135-shared
kansas-city-healthcare-2005,briefing-materials,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-9483e666b465b135-shared
kansas-city-healthcare-2005,event-reports,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-9483e666b465b135-shared
kansas-city-healthcare-2005,papers,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-9483e666b465b135-shared
kansas-city-healthcare-2005,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-material-9483e666b465b135-shared
albuquerque-education-2005,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-albuquerque-education-2005-organizer
albuquerque-education-2005,briefing-materials,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-9de7399390ce2e46-shared
albuquerque-education-2005,event-reports,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-albuquerque-education-2005-organizer
albuquerque-education-2005,papers,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-albuquerque-education-2005-organizer
albuquerque-education-2005,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-albuquerque-education-2005-organizer
baton-rouge-hammond-healthcare-2005,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-baton-rouge-hammond-healthcare-2005-organizer
baton-rouge-hammond-healthcare-2005,briefing-materials,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-fc75f5c3fd5aa134-shared
baton-rouge-hammond-healthcare-2005,event-reports,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-baton-rouge-hammond-healthcare-2005-organizer
baton-rouge-hammond-healthcare-2005,papers,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-baton-rouge-hammond-healthcare-2005-organizer
baton-rouge-hammond-healthcare-2005,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-baton-rouge-hammond-healthcare-2005-organizer
charlottesville-healthcare-2005,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-charlottesville-healthcare-2005-organizer
charlottesville-healthcare-2005,briefing-materials,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-34bd58ec4072e76d-shared
charlottesville-healthcare-2005,event-reports,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-charlottesville-healthcare-2005-organizer
charlottesville-healthcare-2005,papers,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-charlottesville-healthcare-2005-organizer
charlottesville-healthcare-2005,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-charlottesville-healthcare-2005-organizer
muncie-healthcare-2005,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-muncie-healthcare-2005-organizer
muncie-healthcare-2005,briefing-materials,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-7ce62d2da75168c5-shared
muncie-healthcare-2005,event-reports,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-muncie-healthcare-2005-organizer
muncie-healthcare-2005,papers,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-muncie-healthcare-2005-organizer
muncie-healthcare-2005,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-muncie-healthcare-2005-organizer
south-florida-healthcare-2006,questionnaires,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-south-florida-healthcare-2006-organizer
south-florida-healthcare-2006,briefing-materials,available,Retained local material identified; completeness of fielded versions has not been established.,materials-material-14da714460db9e83-shared
south-florida-healthcare-2006,event-reports,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-south-florida-healthcare-2006-organizer
south-florida-healthcare-2006,papers,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-south-florida-healthcare-2006-organizer
south-florida-healthcare-2006,codebooks,not-found,Not identified for this materials-only event in the reviewed archive. This is not an exhaustive external-source search.,materials-south-florida-healthcare-2006-organizer
