CaseId	WEIGHT1	WEIGHT2	P_DELEGATE	P_TREATMENT	T2P_OPTION	FINAL_ATTEND	ROOM	ROOMLANG	SESSION1	SESSION2	SESSION3	SESSION4	OPTION1_LINKS	OPTION2_LINKS	DELEGATE2019	CONG_DIST	INDUSTRY_SECTOR	OCCUPATION_CATEGORY	HL025	RND_01	Q0A	Q0B	Q0C	Q1A	Q1B	Q1C	Q1D	Q1E	Q2A	Q2B	Q2C	Q3A	Q3B	Q4A	Q4B	Q4C	Q4D	Q4E	Q5ORDER1	Q5ORDER2	Q5ORDER3	Q5ORDER4	Q5ORDER5	Q5ORDER6	Q5ORDER7	Q5ORDER8	Q5ORDER9	Q5ORDER10	Q5ORDER11	Q5ORDER12	Q5ORDER13	Q5ORDER14	Q5ORDER15	Q5ORDER16	Q5ORDER17	Q5ORDER18	Q5ORDER19	Q5ORDER20	Q5ORDER21	Q5A	Q5B	Q5D	Q5E	Q5F	Q5G	Q5H	Q5I	Q5J	Q5K	Q5L	Q5M	Q5N	Q5O	Q5P	Q5Q	Q5R	Q5S	Q5T	Q5U	Q5V	Q6A	Q6B	Q6C	Q6D	Q6E	Q6F	Q7A	Q7B	Q7C	Q7D	Q7E	Q8A	Q8B	Q8C	Q8D	Q8E	Q9A	Q9B	Q9C	Q9D	Q9E	Q9F	Q10ORDER1	Q10ORDER2	Q10ORDER3	Q10ORDER4	Q10ORDER5	Q10ORDER6	Q10ORDER7	Q10A	Q10B	Q10C	Q10D	Q10E	Q10F	Q10G	Q11A	Q11B	Q12A	Q12B	Q13A	Q13B	Q13C	Q13D	Q14A	Q14B	Q14C	Q14D	Q14E	Q15A	Q15B	Q15C	Q15D	Q15E	Q15F	Q15G	Q15H	Q15I	Q16A	Q16B	Q16C	Q17	Q17_TIMER_TOTALTIME	Q18	Q18_TIMER_TOTALTIME	Q19	Q19_TIMER_TOTALTIME	Q20	Q20_TIMER_TOTALTIME	Q21	Q21_TIMER_TOTALTIME	Q22	Q22_TIMER_TOTALTIME	Q23	Q23_TIMER_TOTALTIME	Q24	Q24_TIMER_TOTALTIME	PA003	PA006	M1	M2	M3	M4	M5	D1	D2D	D2R	D2I	PartyID7	PARTYID3	LIBCONV	Q30_1	Q30_2	TECH1_1A	TECH1_1B	TECH1_1C	TECH1_1D	DOV_TECH	TECH1_2_1	TECH1_2_2	TECH1_2_3	TECH1_2_4	TECH1_2_SKP	TECH2A_1	TECH2A_2	TECH2A_3	TECH2A_4	TECH2A_5	TECH2A_SKP	TECH2B_1	TECH2B_2	TECH2B_3	TECH2B_4	TECH2B_5	TECH2B_SKP	TECH2C_1	TECH2C_2	TECH2C_3	TECH2C_4	TECH2C_5	TECH2C_SKP	TECH2D_1	TECH2D_2	TECH2D_3	TECH2D_4	TECH2D_5	TECH2D_SKP	TECH3A_1	TECH3A_2	TECH3A_3	TECH3A_4	TECH3A_5	TECH3A_SKP	TECH3B_1	TECH3B_2	TECH3B_3	TECH3B_4	TECH3B_5	TECH3B_SKP	TECH3C_1	TECH3C_2	TECH3C_3	TECH3C_4	TECH3C_5	TECH3C_SKP	TECH3D_1	TECH3D_2	TECH3D_3	TECH3D_4	TECH3D_5	TECH3D_SKP	TECH4A_1	TECH4A_2	TECH4A_3	TECH4A_4	TECH4A_5	TECH4A_5_OE	TECH4A_SKP	TECH4B_1	TECH4B_2	TECH4B_3	TECH4B_4	TECH4B_5	TECH4B_5_OE	TECH4B_SKP	TECH4C_1	TECH4C_2	TECH4C_3	TECH4C_4	TECH4C_5	TECH4C_5_OE	TECH4C_SKP	TECH4D_1	TECH4D_2	TECH4D_3	TECH4D_4	TECH4D_5	TECH4D_5_OE	TECH4D_SKP	R1	T2RND_01	T2Q0A	T2Q0B	T2Q0C	T2Q1A	T2Q1B	T2Q1C	T2Q1D	T2Q1E	T2Q2A	T2Q2B	T2Q2C	T2Q3A	T2Q3B	T2Q4A	T2Q4B	T2Q4C	T2Q4D	T2Q4E	T2Q5ORDER1	T2Q5ORDER2	T2Q5ORDER3	T2Q5ORDER4	T2Q5ORDER5	T2Q5ORDER6	T2Q5ORDER7	T2Q5ORDER8	T2Q5ORDER9	T2Q5ORDER10	T2Q5ORDER11	T2Q5ORDER12	T2Q5ORDER13	T2Q5ORDER14	T2Q5ORDER15	T2Q5ORDER16	T2Q5ORDER17	T2Q5ORDER18	T2Q5ORDER19	T2Q5ORDER20	T2Q5ORDER21	T2Q5A	T2Q5B	T2Q5D	T2Q5E	T2Q5F	T2Q5G	T2Q5H	T2Q5I	T2Q5J	T2Q5K	T2Q5L	T2Q5M	T2Q5N	T2Q5O	T2Q5P	T2Q5Q	T2Q5R	T2Q5S	T2Q5T	T2Q5U	T2Q5V	T2Q6A	T2Q6B	T2Q6C	T2Q6D	T2Q6E	T2Q6F	T2Q7A	T2Q7B	T2Q7C	T2Q7D	T2Q7E	T2Q8A	T2Q8B	T2Q8C	T2Q8D	T2Q8E	T2Q9A	T2Q9B	T2Q9C	T2Q9D	T2Q9E	T2Q9F	T2Q10ORDER1	T2Q10ORDER2	T2Q10ORDER3	T2Q10ORDER4	T2Q10ORDER5	T2Q10ORDER6	T2Q10ORDER7	T2Q10A	T2Q10B	T2Q10C	T2Q10D	T2Q10E	T2Q10F	T2Q10G	T2Q11A	T2Q11B	T2Q12A	T2Q12B	T2Q13A	T2Q13B	T2Q13C	T2Q13D	T2Q14A	T2Q14B	T2Q14C	T2Q14D	T2Q14E	T2Q15A	T2Q15B	T2Q15C	T2Q15D	T2Q15E	T2Q15F	T2Q15G	T2Q15H	T2Q15I	T2Q16A	T2Q16B	T2Q16C	T2Q17	T2Q17_TIMER_TOTALTIME	T2Q18	T2Q18_TIMER_TOTALTIME	T2Q19	T2Q19_TIMER_TOTALTIME	T2Q20	T2Q20_TIMER_TOTALTIME	T2Q21	T2Q21_TIMER_TOTALTIME	T2Q22	T2Q22_TIMER_TOTALTIME	T2Q23	T2Q23_TIMER_TOTALTIME	T2Q24	T2Q24_TIMER_TOTALTIME	T2PA003	T2PA006	T2M1	T2M2	T2M3	T2M4	T2M5	T2D1	T2D2D	T2D2R	T2D2I	T2PartyID7	T2PARTYID3	T2LIBCONV	T2Q30_1	T2Q30_2	T2E1	T2E2	T2E3	T2E4	T2E5A	T2E5B	T2E5C	T2E5D	T2E5E	T2MEDIAOPTIN	STARTDT	ENDDT	duration	SURV_MODE	SURV_LANG	Device	T2STARTDT	T2ENDDT	T2duration	T2SURV_MODE	T2SURV_LANG	T2DEVICE	GENDER	AGE	AGE4	AGE7	RACETHNICITY	EDUC5	MARITAL	EMPLOY	INCOME	INCOME4	INCOME9	STATE	REGION4	REGION9	METRO	INTERNET	HOUSING	HOME_TYPE	PHONESERVICE	HHSIZE	HH01	HH25	HH612	HH1317	HH18OV	ESACCULTURATION	URBAN	LGBT	T3CaseId	T3WEIGHT1	T3WEIGHT2	T3QUAL	T3P_DELEGATE	T3RND_01	T3Q0A	T3Q0B	T3Q0C	T3Q1A	T3Q1B	T3Q1C	T3Q1D	T3Q1E	T3Q2A	T3Q2B	T3Q2C	T3Q3A	T3Q3B	T3Q5ORDER1	T3Q5ORDER2	T3Q5ORDER3	T3Q5ORDER4	T3Q5ORDER5	T3Q5ORDER6	T3Q5ORDER7	T3Q5ORDER8	T3Q5ORDER9	T3Q5ORDER10	T3Q5ORDER11	T3Q5ORDER12	T3Q5ORDER13	T3Q5ORDER14	T3Q5ORDER15	T3Q5ORDER16	T3Q5A	T3Q5B	T3Q5D	T3Q5J	T3Q5N	T3Q5O	T3Q5Q	T3Q5R	T3Q5U	T3Q5V	T3Q5E	T3Q5F	T3Q5G	T3Q5H	T3Q5I	T3Q5P	T3Q6A	T3Q6B	T3Q6D	T3Q6E	T3Q6F	T3Q7A	T3Q7D	T3Q7E	T3Q8A	T3Q9A	T3Q9C	T3Q9D	T3Q9E	T3Q9F	T3Q10G	T3Q13A	T3Q13B	T3Q13C	T3Q13D	T3Q13D3	T3Q13D2	T3Q13D2A	T3Q14A	T3Q14B	T3Q14C	T3Q14D	T3Q14E	T3Q15A	T3Q15B	T3Q15C	T3Q15D	T3Q15E	T3Q15F	T3Q15G	T3Q15H	T3Q15I	T3Q16A	T3Q16B	T3Q16C	T3QPA23	T3TALK1	T3TALK2	T3Q17	T3Q17_TIMER_TOTALTIME	T3Q18	T3Q18_TIMER_TOTALTIME	T3Q19	T3Q19_TIMER_TOTALTIME	T3Q20	T3Q20_TIMER_TOTALTIME	T3Q21	T3Q21_TIMER_TOTALTIME	T3Q22	T3Q22_TIMER_TOTALTIME	T3Q23	T3Q23_TIMER_TOTALTIME	T3Q24	T3Q24_TIMER_TOTALTIME	T3PA003	T3PA006	T3M1	T3M2	T3M3	T3M4	T3M5	T3D1	T3D2D	T3D2R	T3D2I	T3PARTYID7	T3LIBCONV	T3Q30_1	T3Q30_2	T3Q31	T3Q32A	T3Q32	T3ELECT3ORDER1	T3ELECT3ORDER2	T3ELECT3ORDER3	T3ELECT3ORDER4	T3ELECT3ORDER5	T3ELECT3ORDER6	T3ELECT3ORDER7	T3ELECT3ORDER8	T3ELECT3ORDER9	T3ELECT3A	T3ELECT3B	T3ELECT3C	T3ELECT3D	T3ELECT3E	T3ELECT3F	T3ELECT3G	T3ELECT3H	T3ELECT3I	T3ELECT4	T3ELECT5	T3CONSENT1	T3STARTDT	T3ENDDT	T3duration	T3SURV_MODE	T3SURV_LANG	T3DEVICE	T3GENDER	T3AGE	T3AGE4	T3AGE7	T3RACETHNICITY	T3EDUC	T3EDUC5	T3MARITAL	T3EMPLOY	T3INCOME	T3INCOME4	T3INCOME9	T3STATE	T3REGION4	T3REGION9	T3METRO	T3INTERNET	T3HOUSING	T3HOME_TYPE	T3PHONESERVICE	T3HHSIZE	T3HH01	T3HH25	T3HH612	T3HH1317	T3HH18OV
25488			-99	1		3	""	""					""	""	0	"Congressional District 5 - IN"	62	29	2	1	4	8	9	6	8	8	7	6	7	8	8	9	6	8	9	10	3	7	8	5	16	10	19	15	1	18	4	13	11	2	14	20	6	9	17	21	22	7	12	8	8	8	6	8	6	7	8	7	7	10	9	10	5	4	10	10	7	7	4	7	7	9	3	5	7	6	7	7	8	6	2	8	9	9	8	8	3	7	8	6	8	10	7	5	6	4	3	1	2	9	8	6	7	6	4	7	6	7	3	9	8	7	3	7	3	6	4	6	5	4	8	5	6	7	6	9	9	3	3	2	2	1	6	2	13	3	18	3	28	5	46	1	4	1	13	1	5	2	4	0	0	7	1	2	2		2		6	2	6	66	66	2	1	2	1	2	0	1	0	1	0							0	0	1	1	0	0							0	0	1	1	0	0							0	1	0	0	0	0							0	0	0	1	0	0						""		1	0	0	0	0	""	0						""		1	0	0	0	0	""	0	3																																																																																																																																																																					"8/26/2021 22:15"	"8/26/2021 22:38"	24	2	1	"Smartphone"	""	""				""	1	25	1	2	4	5	5	1	13	3	7	"IN"	2	3	1	1	2	3	4	2	0	0	0	0	1		1	2																																																																																																																																																					""	""				""													""													
27772	0.6853193072	0.5657742982	1	1	2	8	"1-k"	"English"	1	1	1	1	""	"Yes"	0	"Congressional District 16 - PA"				0	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	10	10	20	19	12	5	11	22	9	7	10	21	18	16	1	13	6	2	17	8	14	4	15	0	8	8	10	10	9	9	10	10	10	10	10	9	9	9	10	4	10	9	10	10	9	4	7	9	10	10	10	9	10	10	10	10	0	7	8	10	9	9	1	9	9	9	1	2	4	3	6	5	7	9	10	10	9	10	8	9	9	9	0	10	1	7	3	10	9	10	10	0	10	7	9	5	5	10	5	10	10	0	1	1	0	1	4	1	3	3	13	1	13	5	5	1	3	1	8	1	3	3	5	0	2	7	7	4	1	1			1	1	2	70	0	1	1	2	1	3	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0							1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0							0	0	0	1	0	0	1	0	0	1	0	""	0	1	0	0	0	0	""	0						""		1	0	0	0	0	""	0	2	0	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	10	7	19	10	14	6	7	15	16	22	4	9	21	12	11	5	13	18	1	17	20	8	2	0	9	8	9	10	9	8	10	10	10	9	10	10	10	10	10	2	10	8	10	10	9	9	9	98	10	10	10	9	10	9	10	10	1	1	8	10	10	9	2	10	10	9	6	5	2	1	4	7	3	9	10	10	9	10	10	10	9	10	0	10	0	2	9	10	8	10	10	0	9	9	9	5	5	10	5	10	8	1	1	2	1	1	4	1	2	3	19	1	10	5	4	1	3	1	6	1	5	4	4	0	4	7	6	5	1	1			1	1	2	75	6	10	8	7	10	5	4	4	4	3	1	"9/1/2021 13:26"	"9/1/2021 14:44"	78	2	1	"Desktop"	"9/26/2021 17:35"	"9/26/2021 17:51"	16	2	1	"Desktop"	2	53	3	4	1	3	1	1	11	3	6	"PA"	1	2	0	1	1	1	4	2	0	0	0	0	2		3	2	1346	0.7995786493	0.6645606755	3	1	1	10	10	10	10	10	10	10	10	10	10	10	10	10	17	18	22	21	10	2	14	15	1	4	5	6	7	8	9	16	2	10	5	10	8	10	10	5	10	10	10	10	10	6	10	8	10	3	6	9	9	10	98	10	10	10	2	9	7	10	10	0	7	7	10	4	3	5	6	10	9	4	8	7	6	3	7	10	7	10	10	3	2	5	7	1	1	1	1	7	1	29	3	12	1	7	5	6	1	6	1	11	1	5	4	5	0	1	7	7	6	1	1			1	1	69	5	10	1	1	2	6	4	5	8	7	9	3	1	2	9	9	7	10	5	9	9	6	1	2	1	"10/11/2022 23:08"	"10/11/2022 23:19"	35	2	1	"Smartphone"	2	54	3	4	1	10	3	1	1	11	3	6	"PA"	1	2	0	1	1	1	4	2	0	0	0	0	2
18307			-99	1		10	"2-ai"	"English"	0	0	0	0	""	"Yes"	0	"Congressional District 22 - CA"	44	29	2	1	5	6	6	7	8	3	7	6	5	5	5	6	5	10	8	8	7	7	11	20	10	22	18	17	6	9	16	8	7	2	4	12	14	15	21	1	19	13	5	8	8	7	5	7	10	7	7	8	10	4	7	3	3	7	9	6	10	6	10	6	7	7	7	10	8	10	10	4	8	4	7	10	4	6	3	6	4	6	2	5	7	9	6	3	1	5	2	4	7	10	10	10	10	7	6	8	1	6	4	7	4	5	5	8	5	5	5	6	6	5	10	7	5	3	7	8	7	2	9	6	9	77	6	77	1	3	9	1	11	5	7	1	4	2	6	77	3	3	2	0	0	0	0	4	3			3	4	3	4	777	777	2	1	1	1	3	0	1	1	1	0							1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0							1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0						""		1	0	1	0	1	"Brave"	0	1	0	0	1	1	"Brave"	0	1	0	0	0	1	"Brave"	0	1																																																																																																																																																																					"8/19/2021 20:18"	"8/19/2021 20:35"	18	2	1	"Smartphone"	""	""				""	2	26	1	2	6	5	5	1	16	4	9	"CA"	4	9	1	1	1	1	4	3	0	0	0	0	1		2	2																																																																																																																																																					""	""				""													""													
1831			-99	1		4	""	""					""	""	0	"Congressional District 10 - PA"	92	13	2	0	6	7	7	8	8	8	8	10	5	5	5	5	8	7	7	7	10	10	15	18	2	5	7	1	17	13	20	10	21	12	8	11	16	19	6	14	4	22	9	77	8	77	5	8	7	5	10	10	10	8	8	7	9	10	10	8	10	7	10	7	77	77	10	10	10	77	8	10	77	77	77	77	77	77	77	5	77	77	77	10	10	77	4	2	5	6	3	7	1	10	10	10	10	10	10	10	77	2	77	10	5	5	8	5	7	7	7	7	7	10	5	10	7	10	7	8	8	77	0	1	0	1	11	1	3	3	17	77	17	77	11	1	7	77	11	1	30	3	4	6	7	1	4	2	2		1		7	2	7	10	65	1	2	1	1	3	0	0	1	0	0	1	0	0	0	0	0							1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0							0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	""	0						""		1	0	0	0	0	""	0	1	0	0	0	0	""	0	3																																																																																																																																																																					"8/13/2021 19:56"	"8/13/2021 20:24"	28	2	1	"Desktop"	""	""				""	2	64	4	5	1	3	1	5	11	3	6	"PA"	1	2	1	1	1	1	2	2	0	0	0	0	2		2	2																																																																																																																																																					""	""				""													""													
3918	0.7629675038	0.7842599532	0	0		1	""	""					""	""	0	"Congressional District 12 - MI"	48	53	2	1	6	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	13	10	16	9	11	19	7	4	5	2	1	20	17	6	8	14	15	21	12	18	22	8	10	5	7	10	10	8	10	10	10	5	10	8	8	10	10	5	10	10	10	10	10	10	10	10	10	10	10	10	10	7	10	10	5	5	5	10	10	5	0	77	77	10	1	3	6	4	7	2	5	77	10	5	5	10	10	10	10	10	0	10	5	5	5	10	10	10	10	5	10	10	10	5	5	10	2	10	10	0	0	2	0	2	36	1	4	3	27	1	14	5	6	1	10	1	17	1	10	2	5	7	3	2	2	3	1	1			1	1	1	92	1	1	1	1	1	4	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	""	0	1	0	0	0	0	""	0	0	1	0	0	0	""	0	1	0	0	0	0	""	0		0	8	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	1	14	10	4	6	7	9	8	5	15	11	20	16	21	13	17	22	19	12	18	2	5	10	5	7	10	10	5	9	10	10	10	10	5	5	10	10	5	10	10	10	10	7	5	5	5	5	10	10	10	10	8	10	10	5	5	5	7	8	5	5	5	5	10	6	2	4	3	1	7	5	9	8	9	8	10	5	10	5	10	0	10	5	5	5	10	5	10	10	5	10	8	8	5	5	10	0	10	10	77	0	0	0	1	13	2	4	3	20	1	11	5	7	77	18	1	15	77	21	1	4	7	2	0	1	2	1	1			1	1	1	100	5											"8/14/2021 7:38"	"8/14/2021 8:02"	24	2	1	"Smartphone"	"9/20/2021 14:00"	"9/20/2021 14:24"	24	2	1	"Smartphone"	2	71	4	6	1	3	1	5	13	3	7	"MI"	2	3	1	1	1	1	3	2	0	0	0	0	2		1	2	1347	0.6729270296	0.6949810121	3	0	0	5	10	10	10	10	10	10	5	10	10	10	10	10	18	21	15	4	1	14	2	17	10	22	5	6	7	8	9	16	5	10	77	10	7	7	10	5	10	10	7	9	10	5	5	10	5	5	5	5	10	10	5	10	8	8	5	5	5	10	10	5	2	0	10	10	5	10	8	10	8	5	10	8	10	8	10	10	0	10	10	77	0	0	0	2	2	3	1	36	2	5	3	17	1	11	5	11	1	9	1	13	1	12	2	5	5	1	0	2	3	1	1			1	1	89	19	10	1	1	9	8	6	7	2	1	4	3	5	10	8	10	10	10	10	10	10	9	1	2		"10/11/2022 13:48"	"10/11/2022 14:09"	17	2	1	"Smartphone"	2	73	4	6	1	10	3	1	6	13	3	7	"MI"	2	3	1	1	1	1	3	2	0	0	0	0	2
14395			-99	1		3	""	""					""	""	0	"Congressional District 36 - CA"	61	25	2	0	5	8	7	8	7	7	7	8	6	8	8	9	8	9	9	9	77	8	1	16	20	9	22	14	15	6	12	10	13	4	7	5	2	17	18	8	19	21	11	8	7	8	4	8	8	5	9	9	8	8	8	6	7	77	9	8	9	7	9	9	7	5	9	8	9	9	10	9	9	9	5	7	8	7	6	9	6	7	4	8	10	9	2	7	5	6	1	3	4	7	9	8	8	7	8	8	5	6	3	9	5	6	7	8	4	4	5	7	5	6	7	4	7	10	5	9	8	5	7	5	2	1	8	1	4	3	18	77	15	5	9	77	8	77	9	77	9	3	4	5	0	3	3	2	1	1			1	1	2	75	24	1	2	1	2	2	1	0	1	0	0	1	0	0	0	0	0							0	0	0	0	1	0							1	0	0	0	0	0							1	0	0	0	0	0							0	1	0	0	0	""	0						""		0	1	0	0	0	""	0						""		3																																																																																																																																																																					"8/18/2021 6:23"	"8/18/2021 6:49"	27	2	1	"Desktop"	""	""				""	1	79	4	7	1	5	5	5	7	2	4	"CA"	4	9	1	1	1	1	1	1	0	0	0	0	1		2	1																																																																																																																																																					""	""				""													""													
14396			-99	1		12	""	""					""	""	0	"Congressional District 3 - TX"	52	13		1	5	9	10	10	9	10	9	77	8	77	77	77	77	8	8	8	8	8	2	21	7	17	15	5	13	12	8	18	6	9	1	22	11	20	4	16	10	14	19	4	8	5	5	8	6	1	5	10	10	3	7	7	4	8	7	4	10	9	8	8	5	7	8	4	6	8	8	2	10	2	2	7	4	2	2	7	6	8	2	6	7	6	4	1	6	2	3	7	5	7	10	7	7	8	8	8	7	8	2	9	3	4	6	7	9	9	7	5	8	4	7	7	6	9	3	10	10	1	1	1	1	1	5	1	6	3	37	1	11	5	15	77	7	1	12	1	8	1	3	7	0	4	2	2	3			1	3	3	2	90	5	2	2	1	1	2	0	0	1	1	0													1	0	0	0	0	0	1	0	0	0	0	0													0	0	0	0	1	0	0	0	0	0	1	0						""							""		0	0	0	1	0	""	0	0	0	0	1	0	""	0	2																																																																																																																																																																					"8/17/2021 17:57"	"8/17/2021 19:33"	96	2	1	"Desktop"	""	""				""	2	71	4	6	1	5	2	5	11	3	6	"TX"	3	7	1	1	1	1	2	2	0	0	0	0	2		1	2																																																																																																																																																					""	""				""													""													
10138			-99	1		3	""	""					""	""	0	"Congressional District 15 - FL"				0	2	2	2	3	3	3	3	0	0	0	0	0	0	5	5	5	5	5	12	20	4	13	1	8	17	7	6	21	18	2	15	19	16	9	14	5	11	10	22	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	3	4	1	7	2	0	0	0	0	0	0	0	0	0	0	0	5	5	5	10	0	5	0	10	0	10	0	10	10	9	0	5	5	8	5	5	5	2	4	1	11	77	23	77	55	5	19	1	16	1	27	77	9	3	3	2	0	2	2	2	2		1		7	2	7	0	99	1	1	1	1	4	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	""	0	1	0	0	0	0	""	0	1	0	0	0	0	""	0	1	0	0	0	0	""	0	3																																																																																																																																																																					"8/16/2021 15:38"	"8/16/2021 16:08"	31	2	1	"Desktop"	""	""				""	2	52	3	4	6	4	1	7	10	2	6	"FL"	3	5	1	1	1	1	2	5	0	0	0	0	5		2	2																																																																																																																																																					""	""				""													""													
14398			-99	1		3	""	""					""	""	0	"Congressional District 11 - OH"	56	35		1	8	10	10	10	8	10	10	10	10	10	10	10	10	10	10	5	5	8	7	19	5	6	22	16	11	4	8	21	20	15	18	2	1	13	10	9	12	17	14	5	10	9	2	9	8	10	10	7	10	2	10	8	5	10	10	0	10	10	10	10	7	5	77	77	2	7	10	0	5	0	5	10	5	0	2	10	10	2	0	3	7	5	1	7	5	4	2	3	6	6	8	8	7	8	10	5	2	10	0	10	3	8	9	7	5	7	7	77	8	2	2	3	7	10	2	10	10	5	2	3	77	77	6	77	2	3	9	1	10	5	4	2	4	77	16	1	10	3	1	0	0	5	4	2	4			3	4	3	2	777	777	1	2	2	1	2	1	0	0	1	0	1	0	0	0	0	0													1	0	0	0	0	0	1	0	0	0	0	0													0	0	0	0	1	0	1	0	0	0	0	""	0						""							""		1	0	0	0	0	""	0	2																																																																																																																																																																					"8/17/2021 22:01"	"8/18/2021 1:51"	61	2	1	"Smartphone"	""	""				""	2	25	1	2	1	2	5	2	3	1	2	"OH"	2	3	1	1	1	1	1	2	0	0	0	0	2		2																																																																																																																																																						""	""				""													""													
18310			-99	1		9	"2-aa"	"English"	0	0	0	0	"Yes"	""	0	"Congressional District 7 - MO"			2	1	0	5	5	5	77	10	77	77	77	77	77	77	5	10	10	5	10	10	12	18	21	10	14	5	20	16	11	4	1	17	2	9	6	7	15	22	19	8	13	10	5	10	0	10	10	10	5	77	0	5	0	77	5	77	5	5	5	5	10	5	0	77	77	77	77	77	10	10	77	77	5	77	77	5	5	77	5	77	77	10	77	77	7	3	4	6	5	2	1	10	10	10	5	5	10	5	0	10	5	5	0	10	10	0	10	5	77	5	10	10	10	77	10	10	10	10	10	5	77	10	98	77	4	77	2	3	4	77	1	77	3	77	2	77	4	77	3	4	1	0	0	2	0	1	4			3	4	3	8	777	777	2	1	1	1	3	0	1	1	1	0							0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0							0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0						""		1	0	0	0	0	""	0	1	0	0	0	0	""	0	1	0	0	0	0	""	0	1																																																																																																																																																																					"8/19/2021 21:24"	"8/19/2021 21:49"	25	2	1	"Smartphone"	""	""				""	2	34	2	2	4	2	1	1	8	2	4	"MO"	2	4	0	1	1	1	4	5	0	0	2	1	2		3	2																																																																																																																																																					""	""				""													""													
1833			-99	1		3	""	""					""	""	0	"Congressional District 49 - CA"	33	11	2	0	4	4	5	7	6	6	5	5	6	6	6	6	6	9	8	7	7	7	16	5	17	12	7	11	9	18	20	10	1	4	15	22	6	8	2	13	21	19	14	7	6	7	4	5	7	6	6	6	8	5	6	5	5	6	6	5	9	5	8	6	6	5	8	5	8	7	6	6	6	5	6	6	6	7	6	5	2	3	3	6	8	5	2	3	6	5	4	7	1	6	7	7	6	6	7	5	4	4	5	6	4	9	7	6	6	8	7	6	8	8	5	5	6	6	4	5	6	7	0	1	1	1	22	1	8	3	41	77	12	77	13	77	5	77	10	77	10	3	4	7	2	3	2	1	4			2	5	3	6	45	55	2	1	2	1	2	0	1	0	0	0							1	0	0	0	0	0							0	0	1	0	0	0							1	0	0	0	0	0							0	0	0	1	0	0						""		1	0	1	0	0	""	0						""		1	0	0	0	0	""	0	3																																																																																																																																																																					"8/11/2021 11:52"	"8/11/2021 12:36"	44	2	1	"Desktop"	""	""				""	1	72	4	6	1	4	1	5	14	4	8	"CA"	4	9	1	1	1	1	4	2	0	0	0	0	2		1	2																																																																																																																																																					""	""				""													""													
20607			-99	1		3	""	""					""	""	0	"Congressional District 46 - CA"	62	21	2	0	5	8	8	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	7	13	19	6	18	10	14	8	12	5	21	1	22	2	11	4	15	20	16	9	17	6	8	8	9	10	10	9	8	9	5	77	10	8	10	10	10	4	10	6	10	10	8	8	77	6	7	10	10	7	10	9	8	10	5	3	5	9	10	7	0	3	7	77	6	7	2	5	4	1	3	9	9	10	7	10	8	8	9	10	0	10	4	3	4	8	8	9	6	2	10	5	6	1	4	9	5	10	9	0	1	0	1	1	23	1	1	3	17	1	13	5	4	2	4	1	13	1	6	2	3	0	0	5	1	5	1	2			2	1	2	80	998	2	1	2	1	2	0	1	0	1	0							1	0	0	1	0	0							1	0	1	1	0	0							1	0	0	0	0	0							0	0	0	1	0	0						""		1	1	1	0	0	""	0						""		1	0	0	0	1	"Samsung Internet"	0	3																																																																																																																																																																					"8/19/2021 18:43"	"8/22/2021 12:50"	19	2	1	"Smartphone"	""	""				""	2	24	1	1	1	3	5	1	2	1	1	"CA"	4	9	1	1	2	3	2	2	0	0	0	0	2		1	2																																																																																																																																																					""	""				""													""													
